Gene	Class	PDB chain	Coexpression	Seqid	Unique subunits
Gtf2f1	N	1f3u_B	0.379700	96.49	2
Rps27a	N	4p4h_S	0.105200	96.20	3
Vps33a	N	4bx9_A	0.168600	96.20	2
Snrpa	N	3pgw_A	0.365033	96.10	9
Cops6	N	4wsn_F	0.346586	96.07	8
Rps19	N	3jaj_ST	0.608153	95.74	83
Cct5	N	4b2t_E	0.478900	95.56	8
Arpc1b	N	3rse_C	0.316817	95.43	8
Dld	N	1zy8_A	0.400900	95.36	2
Rps21	N	4v6x_AV	0.594886	95.18	82
Smc4	N	3l51_B	0.706500	95.18	2
Pdhb	N	3exe_B	0.370900	95.14	2
Capns1	N	3df0_B	0.261700	95.11	3
Mrpl12	N	2ftc_E	0.434300	94.89	16
Epha2	N	3hei_A	0.110600	94.83	2
Khdrbs1	N	3qhe_B	0.226200	94.55	2
Exosc4	N	2nn6_B	0.298629	94.38	9
Suclg1	N	2fp4_A	0.363400	93.77	2
Myl12a	N	3j04_B	0.332500	93.71	3
Rpl14	N	3jag_M	0.600467	93.48	80
Srp9	N	3jaj_S1	0.273061	93.24	83
Atp5d	N	2xnd_H	0.485300	93.13	6
Hist1h2ah	N	5e5a_C	0.070000	93.08	5
Srpr	N	2go5_1	0.112700	92.97	7
Cks2	N	4y72_C	0.724950	92.86	3
Sympk	N	3o2q_A	0.148800	92.59	2
Farsa	N	3l4g_A	0.305300	92.52	2
Msh2	N	3thw_A	0.333300	92.51	2
Mrps16	N	5aj4_AP	0.357918	92.31	83
Mrpl11	N	5aj4_BK	0.379487	92.19	83
Etfb	N	1t9g_S	0.407800	92.16	3
Mrpl13	N	5aj4_BN	0.375281	92.13	83
Anapc1	N	4ui9_A	0.236308	92.08	18
Rpl31	N	4v6x_Cd	0.215254	92.00	82
Gnas	N	1u0h_C	0.169650	91.88	3
Cox6b1	N	2y69_H	0.482450	91.86	13
Nup85	N	5a9q_8	0.426525	91.62	10
Sec24d	N	3efo_B	0.225100	91.56	3
Itga5	N	4wk4_A	0.233500	91.56	3
Mrpl15	N	5aj4_BP	0.378585	91.22	83
Rpl6	N	4ujc_BE	0.596093	91.14	77
Actr1b	N	5afu_A	0.276450	91.08	22
Suclg2	N	4xx0_B	0.363400	90.63	2
Prim1	N	4rr2_A	0.595400	90.48	2
Glyr1	N	4gur_B	0.124700	90.32	3
Prim2	N	4rr2_B	0.595400	89.39	2
Mrps25	N	5aj4_Ac	0.357495	89.35	83
Exosc2	N	2nn6_H	0.353986	89.29	9
Rps27l	N	5a2q_b	0.338957	89.02	36
Wdr77	N	4gqb_B	0.437800	88.95	3
Msh6	N	2o8e_B	0.517600	88.65	2
Uqcrc1	N	2ybb_A	0.405733	87.67	37
Mrpl38	N	5aj4_Bb	0.324989	87.63	83
Eri1	N	4qoz_B	0.434300	87.13	2
Atp5f1	N	4b2q_T	0.541900	86.82	10
Mrps11	N	5aj4_AK	0.355618	86.76	83
Mrpl3	N	2ftc_C	0.314821	86.73	16
Pitrm1	N	4nge_A	-0.051400	86.69	3
Rpa1	N	1l1o_C	0.427700	86.19	3
Cox4i1	N	2ybb_O	0.451020	85.71	37
Ltn1	N	3j92_0	0.144604	85.45	47
Atox1	N	2k1r_B	0.146200	85.29	2
Uqcrc2	N	1qcr_B	0.397863	85.11	11
Copg2	N	3tjz_B	0.333400	85.07	3
Mrpl39	N	3j9m_7	0.314035	84.91	81
Parvb	N	2vzd_A	0.253800	84.73	2
Pola1	N	4y97_B	0.424800	84.44	2
Atp2a2	N	4y3u_A	0.039400	84.31	3
Atp5j	N	4b2q_V	0.406667	83.33	10
Pola2	N	4y97_A	0.424800	83.28	2
Mrpl49	N	3j9m_g	0.358783	83.13	81
Incenp	N	4af3_D	0.740600	83.10	2
Exosc3	N	2nn6_G	0.358914	83.04	9
Uqcrq	N	4d6t_G	0.456186	81.71	9
Mrps9	N	5aj4_AI	0.286173	80.71	83
Dap3	N	3j9m_AX	0.270011	80.65	81
Gm10250	N	2cly_B	0.546100	80.62	3
Stag1	N	4pjw_A	0.495500	78.90	2
Mrps22	N	3j9m_AR	0.340349	78.06	81
Sept8	N	2qag_B	0.110200	76.81	3
Pdgfrb	N	3mjg_X	0.120600	76.12	2
Eif3f	N	5a5t_F	0.386657	76.10	8
Mcm3ap	N	4dhx_A	0.144500	73.33	2
Mcm2	N	5bnx_C	0.602300	71.43	4
Gnb2l1	U	3jaj_Sg	0.542890	100.00	83
Rps18	U	3jaj_SS	0.634431	100.00	83
Abce1	U	3jag_jj	0.235467	100.00	80
Rplp0	U	3jag_s	0.562098	100.00	80
Eif1ax	U	4kzy_n	0.242213	100.00	35
Dctn2	U	5afu_d	0.223583	100.00	22
Psma3	U	3unb_F	0.409800	100.00	14
Psma7	U	3une_C	0.486122	100.00	14
Psma1	U	3unb_E	0.465778	100.00	14
Psmb1	U	3unf_L	0.436908	100.00	14
Psmb10	U	3unf_H	0.288215	100.00	14
Psmb2	U	3unb_J	0.399722	100.00	14
Snrpd2	U	4pjo_D	0.450286	100.00	9
Snrpb	U	4pjo_B	0.408143	100.00	9
Snrpc	U	4pjo_L	0.392414	100.00	9
Eif3e	U	5a5t_E	0.402157	100.00	8
Copb2	U	5a1v_D	0.374429	100.00	8
Actr2	U	4jd2_B	0.313486	100.00	8
Arcn1	U	5a1y_H	0.322843	100.00	8
Ap2b1	U	2xa7_B	0.270900	100.00	5
Ppp2r1a	U	3fga_A	0.208000	100.00	5
Ap2m1	U	2jkr_M	0.264700	100.00	5
Cul1	U	1ldk_B	0.203000	100.00	5
Tuba1b	U	4i4t_A	0.113667	100.00	4
Tubb2b	U	4o4i_B	0.178167	100.00	4
Gnb1	U	3ah8_B	0.181300	100.00	4
Ppp3r1	U	1mf8_B	0.206650	100.00	4
Magoh	U	2hyi_A	0.361633	100.00	4
Sec22b	U	3egd_C	0.224750	100.00	4
Tceb2	U	4jgh_B	0.117600	100.00	4
Sumo2	U	3uio_B	0.223150	100.00	4
Cks1b	U	2ast_C	0.352750	100.00	4
Tuba1a	U	4x1i_A	0.277750	100.00	3
Prkar2a	U	3j4q_B	0.185700	100.00	3
Anxa2	U	4hre_A	0.433400	100.00	3
Kif2c	U	3edl_D	0.119300	100.00	3
Rnaseh2a	U	3p5j_A	0.363650	100.00	3
Rab1	U	4fme_B	0.279800	100.00	3
Rap1b	U	4hdq_B	0.146200	100.00	3
Ube2n	U	3von_C	0.342500	100.00	3
Calm3	U	4jpz_C	0.130950	100.00	3
Tpm1	U	4a7f_B	0.492500	100.00	3
Runx1	U	1io4_C	0.190600	100.00	3
Nfkb1	U	1ikn_C	0.318900	100.00	3
Mtpn	U	2kxp_C	0.404950	100.00	3
Rnaseh2c	U	3p5j_C	0.364100	100.00	3
Psip1	U	3u88_C	0.141300	100.00	3
Nfyc	U	4awl_C	0.156350	100.00	3
Kdm2a	U	4qwn_B	0.139100	100.00	3
Jun	U	1s9k_E	0.280950	100.00	3
Creb1	U	2lxt_C	0.297250	100.00	3
Dync1i2	U	2pg1_I	0.108900	100.00	3
Lrrc16a	U	3aa0_C	0.051800	100.00	3
Ube2m	U	1tt5_E	0.052200	100.00	3
Kpnb1	U	1ukl_A	0.303600	100.00	2
Vcp	U	5c1b_A	0.249800	100.00	2
Plxna1	U	3ryt_A	0.172300	100.00	2
Rbbp4	U	4pc0_A	0.177400	100.00	2
Eed	U	2qxv_A	0.330400	100.00	2
Actb	U	3b63_L	0.489300	100.00	2
Gnaq	U	4gnk_A	0.090600	100.00	2
Mapk1	U	3o71_A	0.096300	100.00	2
Flrt2	U	4v2c_A	0.098900	100.00	2
Kcnab2	U	3lut_A	0.264400	100.00	2
Tln1	U	4w8p_A	0.269900	100.00	2
Mlkl	U	4m69_B	0.296800	100.00	2
Upf2	U	1uw4_B	0.318300	100.00	2
Plaur	U	3laq_U	0.189800	100.00	2
Cnot1	U	4ct6_A	0.301000	100.00	2
Ctnna1	U	1dow_A	0.389900	100.00	2
Smc3	U	2wd5_B	0.432600	100.00	2
Eif4e	U	1ej4_A	0.110600	100.00	2
Ist1	U	3jc1_Aa	0.249900	100.00	2
Arf1	U	1r8q_A	0.328000	100.00	2
Rac1	U	1foe_B	0.108500	100.00	2
Rnd3	U	2v55_B	0.193000	100.00	2
Ilk	U	2kbx_A	0.233400	100.00	2
Rab7	U	1vg9_B	0.192900	100.00	2
Arl1	U	1r4a_A	0.198300	100.00	2
Prkar1a	U	3pvb_B	0.160800	100.00	2
Smc2	U	3l51_A	0.706500	100.00	2
Lamc1	U	1npe_B	0.372900	100.00	2
Clint1	U	2v8s_E	0.134900	100.00	2
Nedd4	U	3m7f_B	0.330900	100.00	2
Pfn2	U	2v8f_A	-0.104400	100.00	2
Parva	U	2vzd_A	0.253800	100.00	2
Xpo1	U	2l1l_B	0.132900	100.00	2
Sf3b6	U	2f9d_A	0.205200	100.00	2
Gabpa	U	1awc_A	0.310500	100.00	2
U2af2	U	2m0g_B	0.262700	100.00	2
Mtor	U	1fap_B	0.027500	100.00	2
Rnf2	U	2h0d_B	0.317300	100.00	2
Ep300	U	1l3e_B	0.246400	100.00	2
Srsf1	U	4c0o_C	0.345000	100.00	2
Sin3a	U	1s5r_B	0.196400	100.00	2
Eny2	U	4dhx_B	0.144500	100.00	2
Dynll1	U	1f96_A	-0.007700	100.00	2
Sumo3	U	2ckh_B	0.133200	100.00	2
Lrp1	U	2fyl_B	0.168800	100.00	2
Nploc4	U	2pjh_A	0.270700	100.00	2
Mllt3	U	2mv7_A	0.077000	100.00	2
Pak1	U	1f3m_A	0.157000	100.00	2
Timm10	U	2bsk_B	0.449400	100.00	2
Btf3	U	3lkx_A	0.589100	100.00	2
Meis1	U	4xrs_A	0.082600	100.00	2
Naca	U	3mcb_A	0.589100	100.00	2
Cask	U	1y74_B	0.073600	100.00	2
Nup98	U	3mmy_B	0.226600	100.00	2
Sf3b1	U	2f9d_P	0.205200	100.00	2
Yap1	U	3jua_B	0.174100	100.00	2
Ezh2	U	2qxv_B	0.330400	100.00	2
Baiap2	U	4js0_B	0.110300	100.00	2
Actn1	U	1ydi_B	0.193200	100.00	2
Actn4	U	1ydi_B	0.193200	100.00	2
Ppp3ca	U	2jzi_B	0.237800	100.00	2
Mta1	U	4pbz_B	0.177400	100.00	2
Fus	U	4fdd_B	0.233600	100.00	2
Ncor1	U	3n00_B	0.038300	100.00	2
Kmt2a	U	2msr_A	0.219600	100.00	2
Sart1	U	4pyu_C	0.128900	100.00	2
Ncor2	U	1kkq_E	0.027100	100.00	2
Pogz	U	2n3a_A	0.330500	100.00	2
Itch	U	2p4r_T	0.032200	100.00	2
Syne2	U	4fi9_B	0.140700	100.00	2
Ahnak	U	4drw_E	0.340500	100.00	2
Rbm39	U	4oo6_B	0.410300	100.00	2
Polr2a	U	5flm_A	0.141000	99.90	12
Jup	U	3ifq_A	0.207600	99.82	2
Cltc	U	1xi4_A	0.396700	99.82	2
Sec61a1	U	3j7q_1	0.248958	99.79	45
Ppp2r2a	U	3dw8_B	0.257350	99.78	4
Tubb2a	U	4hna_B	0.170000	99.78	4
Rnh1	U	3tsr_E	0.005800	99.78	2
Fancd2	U	3s4w_B	0.462300	99.77	2
Actr3	U	4jd2_A	0.347586	99.76	8
Eif4a1	U	2zu6_A	0.043400	99.74	2
Arntl	U	4f3l_B	0.220900	99.74	2
Arnt	U	4zpk_A	0.186000	99.74	2
Actr1a	U	5afu_A	0.276450	99.73	22
Hdac3	U	4a69_A	0.141000	99.73	2
Actg1	U	3b63_L	0.489300	99.73	2
Kif5b	U	4atx_C	0.135800	99.71	3
Gna13	U	3cx7_A	0.057500	99.70	2
Ap2a2	U	2jkr_A	0.308100	99.68	5
Msn	U	1sgh_A	0.122400	99.66	2
Ccnk	U	5efq_B	0.074900	99.63	2
Nono	U	3sde_B	0.232700	99.62	2
Snrnp200	U	4kit_B	0.490100	99.60	2
Ctnna2	U	4ons_A	-0.010100	99.60	2
Ywhaz	U	1ib1_A	-0.112400	99.59	2
Pafah1b2	U	1vyh_A	0.262000	99.56	2
Fanci	U	3s4w_A	0.462300	99.54	2
Mob1a	U	5brk_A	0.341800	99.54	2
Ube2k	U	3k9o_A	0.190000	99.50	2
Stag2	U	4pjw_A	0.495500	99.49	2
Ilf3	U	4at7_B	0.323800	99.48	2
Acta2	U	3w3d_A	-0.051100	99.47	2
Rhoa	U	1cc0_A	0.257000	99.47	2
Rab6a	U	3cwz_A	0.254800	99.47	2
Cacnb3	U	1vyt_A	0.167900	99.43	2
Rab5a	U	4q9u_B	0.180650	99.42	3
Cdk13	U	5efq_A	0.074900	99.42	2
Rpl12	U	3jaj_K	0.586798	99.39	83
Skp1a	U	4i6j_C	0.101700	99.39	3
Upf1	U	2wjv_A	0.078500	99.38	2
Hdac1	U	4bkx_B	0.154700	99.38	2
Plxnb2	U	5e6p_A	0.281100	99.36	2
Rdx	U	3x23_A	0.099200	99.36	2
Ripk3	U	4m69_A	0.296800	99.36	2
Tnpo3	U	4c0o_A	0.345000	99.35	2
Cdk5	U	1unl_A	0.144900	99.32	2
Rad21	U	4pjw_B	0.495500	99.29	2
Sept7	U	2qag_C	0.246250	99.28	3
Pik3r1	U	4ovu_B	0.280100	99.28	2
Sema3a	U	4gza_G	0.109850	99.26	3
Ddx6	U	5anr_B	0.180450	99.21	3
Tnpo1	U	4fdd_A	0.233600	99.18	2
H2afy	U	2f8n_G	0.010950	99.17	6
Itsn1	U	3qbv_B	0.255400	99.15	2
Carm1	U	5dx1_A	0.160300	99.14	2
Rplp2	U	4v6x_Cu	0.611268	99.13	82
Rae1	U	4owr_A	0.226600	99.12	3
Otub1	U	3von_A	0.141350	99.12	3
Cab39	U	3gni_A	0.099700	99.12	2
Ppp1cb	U	1s70_A	0.296700	99.09	2
Tead1	U	3kys_A	0.373800	99.09	2
Eef2	U	4v6x_Az	0.423788	99.07	82
Nfkb2	U	3jv6_B	0.668800	99.07	2
Hsp90aa1	U	2k5b_A	0.200100	99.05	2
Trio	U	2nz8_B	0.198700	99.04	2
U2af1	U	1jmt_A	0.210100	99.04	2
Arpc2	U	4jd2_D	0.358886	99.00	8
Rab11b	U	4ojk_A	0.021500	99.00	2
Exoc2	U	1uad_C	0.226300	98.99	2
Chp1	U	2e30_A	0.030400	98.97	2
Sec23a	U	3egd_A	0.285550	98.95	4
Nfkbib	U	1oy3_D	0.217900	98.94	2
Dctn1	U	1txq_A	0.131800	98.92	2
Eif5b	U	4ujc_AB	0.165641	98.88	77
Snrpa1	U	1a9n_A	0.427700	98.86	2
Atp5a1	U	2f43_A	0.591000	98.82	3
Sf3a1	U	2dt7_B	0.349300	98.82	2
Ap1b1	U	4hmy_B	0.148525	98.81	5
Myo1c	U	4r8g_E	0.217400	98.81	2
Pabpc1	U	2rqg_B	0.304900	98.80	2
Psmc4	U	2dvw_B	0.264900	98.80	2
Capzb	U	3aa0_B	0.149550	98.77	3
Tsn	U	3qb5_A	0.028000	98.68	2
Vps35	U	2r17_C	0.341600	98.66	2
Napa	U	3j96_G	0.152875	98.65	5
Araf	U	2mse_D	0.262800	98.63	3
Myl9	U	3j04_B	0.332500	98.60	3
Cops3	U	4d18_C	0.345371	98.59	8
Tubb4b	U	3j1t_C	0.260850	98.59	3
Rbpj	U	4j2x_A	0.035800	98.59	2
Rpl38	U	4v6x_Ck	0.571166	98.57	82
Clta	U	1xi4_J	0.396700	98.57	2
Src	U	3d7u_B	0.083600	98.56	2
Cops4	U	4d18_D	0.382157	98.54	8
Por	U	3wkt_A	0.171900	98.54	2
Nsf	U	3j96_A	0.181200	98.53	5
Arhgdia	U	4f38_B	0.257000	98.53	2
Cdk9	U	4or5_A	0.177100	98.47	4
Nedd4l	U	3jvz_C	0.232700	98.44	3
Fzr1	U	4ui9_R	0.186038	98.38	18
Usp7	U	4yoc_C	0.286900	98.36	2
Rheb	U	3t5g_A	0.136500	98.34	2
Snrnp70	U	4pjo_K	0.275171	98.33	9
Dlg1	U	1rso_A	0.181900	98.33	2
Serbp1	U	4v6x_Ah	0.346142	98.28	82
Rab21	U	2ot3_B	0.149900	98.24	2
Cul4b	U	4a0l_E	0.148000	98.21	4
Prkaa1	U	4qfg_A	0.097050	98.21	3
Ppp1ca	U	3hvq_A	-0.026000	98.18	2
Cops5	U	4d18_E	0.349114	98.17	8
Nkx2-5	U	4s0h_B	0.372400	98.11	2
Rpl13	U	4v6x_CL	0.633714	98.10	82
Cul3	U	4eoz_B	0.284400	98.08	2
Nup54	U	3t98_A	0.447000	98.04	2
Hgs	U	3f1i_H	0.088100	97.96	2
Tubb5	U	3j1t_C	0.260850	97.89	3
Flna	U	2mtp_A	0.200800	97.89	3
Cct4	U	3iyg_D	0.478914	97.88	8
Capn2	U	1df0_A	0.308100	97.86	2
Arpc3	U	3rse_E	0.304117	97.75	8
Rab1b	U	4hlq_B	0.227100	97.71	2
Gatad2a	U	2l2l_A	0.243700	97.67	2
H2afv	U	1f66_C	-0.123000	97.66	4
Stxbp1	U	4jeu_A	0.217500	97.63	2
Egfr	U	4zjv_A	0.331000	97.58	2
Vps26a	U	4p2a_A	0.143800	97.55	2
Myo6	U	2x51_A	0.103600	97.47	2
Pik3cb	U	2y3a_A	-0.048300	97.44	2
Cct2	U	4b2t_B	0.506557	97.38	8
Hspa1a	U	1xqs_C	0.001400	97.38	2
Sf3a3	U	2dt7_A	0.349300	97.37	2
Cops7a	U	4d18_G	0.260814	97.30	8
Pak2	U	2qme_I	0.108700	97.22	2
Srp19	U	4ue5_F	0.147433	97.20	6
Copa	U	3mkr_B	0.219500	97.19	2
Gps1	U	4d18_A	0.305700	97.08	8
Neo1	U	4pln_C	0.177600	97.07	2
H3f3a	U	2f8n_A	0.003200	97.06	6
Eea1	U	3mjh_B	0.271700	97.06	2
Nae1	U	3gzn_A	0.209900	97.00	3
Cdk1	U	4yc6_A	0.745800	96.97	2
Uqcrfs1	U	2ybb_E	0.420987	96.94	37
Hist1h2bg	U	4cay_B	-0.097700	96.91	3
Ccnt1	U	3tni_B	0.173600	96.91	2
Sec13	U	5a9q_6	0.257550	96.89	10
Cdc27	U	5a31_F	0.159008	96.84	18
Tufm	U	1xb2_A	0.344300	96.82	2
Ppp1r8	U	3v4y_B	0.316600	96.77	2
Stk3	U	5brm_G	0.511600	96.77	2
Uba2	U	3kyd_B	0.385850	96.73	3
Scp2	U	2c0l_B	0.158700	96.72	2
Banf1	U	2odg_A	0.238300	96.63	2
Ube2d3	U	4a4b_C	0.253900	96.60	3
Actr10	U	5afu_J	0.202400	96.57	22
Smc1a	U	2wd5_A	0.432600	96.57	2
Nfrkb	U	4wlp_B	0.051500	96.49	2
Axin1	U	3utm_C	0.286200	96.39	2
Eif4g1	U	4f02_C	0.214200	96.30	2
Sept6	U	2qag_B	0.110200	96.25	3
Myo1b	U	4l79_A	0.161600	96.24	2
2210018M11Rik	U	2fmm_E	0.179900	96.24	2
Ppme1	U	3c5w_P	0.255800	96.13	3
Snx27	U	4p2a_B	0.143800	96.04	2
Tcp1	U	3iyg_A	0.512657	96.03	8
Cenpc1	U	4x23_U	-0.015700	96.00	5
Ppp3cb	U	2r28_C	0.237800	96.00	2
Raver1	U	3h2v_E	0.232800	95.95	2
Sun2	U	4fi9_A	0.140700	95.90	2
Etfa	U	2a1t_R	0.437450	95.80	3
Pfn1	U	2pav_P	0.063900	95.68	3
Wdr48	U	5cvn_A	0.109600	95.65	3
Ppp1r12a	U	1s70_B	0.296700	95.65	2
Cct8	U	4b2t_Q	0.466157	95.62	8
Ppp2r4	U	4lac_B	0.244800	95.45	3
Tnk2	U	1cf4_B	0.057200	95.45	2
Sdhb	U	3abv_B	0.448800	95.24	4
Atp5c1	U	2f43_G	0.472350	95.24	3
Ufd1l	U	5c1b_U	0.249800	95.24	2
Cul4a	U	2hye_C	0.095500	95.13	4
Kars	U	4dpg_A	0.447900	95.13	2
Arhgap1	U	1ow3_A	0.256000	95.04	2
Atp2b1	U	1cff_B	0.099200	95.00	2
Mylk	U	1cdl_E	0.088800	95.00	2
Arrb2	U	2iv8_P	0.141800	95.00	2
Pex19	U	3mk4_B	0.332700	95.00	2
Nup155	U	5a9q_A	0.416525	94.90	10
Hspg2	U	1gl4_B	0.399300	94.90	2
Cpsf6	U	3q2s_C	0.366700	94.76	2
Hspbp1	U	1xqs_A	0.001400	94.64	2
Rab3ip	U	4uj3_B	0.124050	94.36	3
Bag2	U	3cqx_C	0.156300	94.32	2
Cd2bp2	U	1syx_B	0.278600	94.19	2
Rab5c	U	4q9u_B	0.180650	94.15	3
Faf1	U	3qq8_B	0.209200	94.12	2
Pcid2	U	3t5x_A	0.106300	94.09	2
Tacc3	U	4pky_B	-0.002100	94.00	2
Prdx1	U	2rii_A	0.161700	93.97	2
Anapc2	U	4ui9_N	0.184223	93.92	18
Stx8	U	1gl2_D	0.176333	93.85	4
Farsb	U	3l4g_B	0.305300	93.72	2
Ppib	U	3ici_A	-0.097900	93.62	2
Nxf1	U	1jn5_B	0.105900	93.60	3
Actbl2	U	3b63_L	0.489300	93.42	2
Kras	U	1nvv_R	0.045300	93.37	2
Pdia3	U	3f8u_A	0.291100	93.35	2
Rabgef1	U	4n3y_A	0.219000	93.33	2
Hnrnpm	U	2ot8_C	0.274200	93.33	2
Hmox1	U	3wkt_C	0.171900	93.26	2
Prkci	U	1wmh_A	-0.023500	93.26	2
Rnf25	U	5d1k_B	0.156300	93.23	2
Tubb6	U	3j1t_C	0.260850	93.21	3
Cdk4	U	3g33_A	0.249000	93.18	2
Stx17	U	4wy4_B	0.155450	93.10	4
Dlat	U	3crk_C	0.189900	93.10	2
Vgll4	U	4ln0_C	-0.001800	93.10	2
Nup107	U	3cqg_A	0.451700	93.09	2
Ccnb1	U	2jgz_B	0.426500	93.08	2
Vapa	U	2rr3_A	0.123900	93.08	2
Stx12	U	2nps_B	0.162733	92.96	4
Keap1	U	3wn7_A	0.052600	92.93	2
Vps16	U	4bx9_C	0.168600	92.93	2
Pdk3	U	1y8p_A	0.049100	92.84	2
Eif3a	U	5a5t_A	0.333357	92.80	8
Mrps18c	U	5aj4_AR	0.304432	92.78	83
Kif11	U	4aqv_C	0.082500	92.76	3
Itgav	U	3ije_A	0.179800	92.76	2
Skp2	U	1ldk_E	0.168550	92.68	5
Stim1	U	2mak_A	0.274000	92.68	2
Hspd1	U	4pj1_A	0.576500	92.65	2
Plec	U	4q57_B	0.096100	92.62	2
