1rrp	2	2	M	A	B	P62827	Q9ERU9	U	U
1s1q	2	2	M	A	B	Q61187	P62983	U	N
1s70	2	2	M	A	B	P62141	Q9DBR7	U	U
1s9k	3	3	M	D	E	P01101	P05627	E	U
1sgh	2	2	M	A	B	P26041	P70441	U	E
1t2k	3	4	A	A	C	P70671	P05627	E	U
1t2k	3	4	A	A	D	P70671	Q3TZR9	E	U
1t2k	3	4	A	C	D	P05627	Q3TZR9	U	U
1t60	2	6	C2	A	C	P02463	P08122	E	E
1t9g	3	6	A	A	R	P45952	Q99LC5	U	U
1t9g	3	6	A	A	S	P45952	Q9DCW4	U	N
1t9g	3	6	A	R	S	Q99LC5	Q9DCW4	U	N
1tt5	2	2	M	B	E	Q8C878	P61082	N	U
1u6g	3	3	M	A	C	Q9WTX6	Q6ZQ38	U	U
1u6h	2	2	M	A	B	Q64727	P26039	U	N
1u7f	2	3	-	A	B	Q8BUN5	P97471	E	U
1uad	2	2	M	A	C	Q9JIW9	Q9D4H1	U	U
1uel	2	2	M	A	B	P54728	O35226	E	E
1ul1	2	6	A	A	X	P17918	Q91Z50	N	N
1us7	2	2	M	A	B	P11499	Q61081	U	E
1uw4	2	2	M	A	B	Q3ULL6	A2AT37	E	U
1vyh	2	4	C2	A	C	Q61206	P63005	N	U
1wrd	2	2	M	A	B	O88746	P62983	E	N
1xb2	2	2	M	A	B	Q8BFR5	Q9CZR8	U	U
1xd2	2	3	A	B	C	Q9D091	Q62245	E	E
1xd3	2	2	M	A	B	Q9JKB1	P62983	E	N
1xqs	2	2	M	A	C	Q99P31	Q61696	N	U
1xr9	2	2	M	A	C	P01899	P52482	N	N
1y8r	3	3	M	A	B	Q9R1T2	Q9Z1F9	N	U
1y8r	3	3	M	A	C	Q9R1T2	P63166	N	U
1y8r	3	3	M	B	C	Q9Z1F9	P63166	U	U
1z2c	2	4	C2	A	B	Q62159	Q6NS79	U	E
1zoq	2	2	M	A	C	P70671	B2RWS6	E	U
2a40	3	3	M	A	C	P62737	Q8BH43	U	U
2b2w	2	3	A	A	D	P40201	P84244	U	U
2bf8	2	2	M	A	B	P61087	P63166	N	U
2brq	2	4	C2	A	C	B7FAU9	P26011	U	E
2bsk	2	6	C	A	B	Q9WV98	P62073	E	E
2c1m	2	2	M	A	B	P52293	Q9JIH2	N	U
2c2v	3	6	C2	B	S	P61089	Q9WUD1	U	N
2c35	2	2	M	A	B	Q9D7M8	P62488	E	N
2c7m	2	2	M	A	B	Q9JM13	P62983	U	N
2cly	3	3	M	A	B	Q9CQQ7	G3X9L6	N	N
2cly	3	3	M	A	C	Q9CQQ7	P97450	N	N
2cly	3	3	M	B	C	G3X9L6	P97450	N	N
2dt7	2	2	M	A	B	Q9D554	Q8K4Z5	N	U
2dvw	2	2	M	A	B	Q9Z2X2	P54775	E	N
2dx5	2	2	M	A	B	Q91XD6	P62983	E	N
2e4h	2	2	M	A	B	Q922J3	P68369	U	U
2f43	3	7	A	A	B	Q03265	P56480	U	N
2f43	3	7	A	A	G	Q03265	Q8C2Q8	U	N
2f43	3	7	A	B	G	P56480	Q8C2Q8	N	N
2f5z	2	3	A	A	K	O08749	Q8BKZ9	N	U
2f8n	6	8	-	A	B	P84228	P62806	E	N
2f8n	6	8	-	A	D	P84228	Q6ZWY9	E	U
2f8n	6	8	-	A	G	P84228	Q9QZQ8	E	U
2f8n	6	8	-	A	K	P84228	Q8CGP6	E	N
2f8n	6	8	-	B	D	P62806	Q6ZWY9	N	U
2f8n	6	8	-	B	G	P62806	Q9QZQ8	N	U
2f8n	6	8	-	B	K	P62806	Q8CGP6	N	N
2f8n	6	8	-	D	G	Q6ZWY9	Q9QZQ8	U	U
2f8n	6	8	-	D	K	Q6ZWY9	Q8CGP6	U	N
2f8n	6	8	-	G	K	Q9QZQ8	Q8CGP6	U	N
2fap	2	2	M	A	B	P26883	Q9JLN9	U	E
2fcw	2	2	M	A	B	P55302	P35951	U	E
2fh5	2	2	M	A	B	Q9DBG7	P47758	N	N
2g45	2	2	M	A	B	Q3U4W8	P62983	U	N
2gk1	2	2	M	A	B	P29416	P20060	U	E
2hyi	4	4	M	A	C	P61327	Q91VC3	N	N
2hyi	4	4	M	A	D	P61327	Q8K3W3	N	U
2hyi	4	4	M	C	D	Q91VC3	Q8K3W3	N	U
2i32	2	2	M	A	E	Q9CQE6	Q61666	U	E
2iy0	3	3	M	B	C	P63166	P46061	U	U
2jtt	2	4	C2	A	C	P14069	Q9CXW3	E	U
2jy6	2	2	M	A	B	P62983	Q9QZM0	N	U
2k1r	2	2	M	A	B	Q64430	O08997	U	U
2k5b	2	2	M	A	B	P07901	Q61081	U	E
2k8b	2	2	M	A	B	P62983	P27612	N	U
2ka6	2	2	M	A	B	B2RWS6	Q8C3V4	U	E
2kde	2	3	A	A	B	O35226	P62983	E	N
2kso	2	2	M	A	B	Q03145	Q6P549	N	E
2kxp	3	3	M	A	C	Q5RKN9	P62774	E	U
2l0t	2	2	M	A	B	P62983	O88811	N	N
2l2l	2	2	M	A	B	Q8CHY6	Q9Z2D8	N	N
2lxt	2	2	M	A	C	B2RWS6	Q62347	U	U
2lz6	2	2	M	A	B	P62983	Q9JLQ0	N	E
2mqs	2	4	A	A	D	P53690	P11087	E	U
2mre	2	2	M	A	B	P62983	Q9QXK2	N	U
2mse	3	4	A	B	D	Q9D091	P04627	E	U
2nz8	2	2	M	A	B	Q3TLP8	Q0KL02	U	U
2o8a	2	2	M	A	I	P62137	D3Z3A0	U	E
2o8b	2	2	M	A	B	P43247	P54276	N	N
2odg	2	3	A	A	C	O54962	O08579	U	U
2ot3	2	2	M	A	B	Q9JM13	P35282	U	U
2oxq	2	4	C2	A	C	P61079	Q9WUD1	U	N
2pbd	3	3	M	A	P	P62737	P62962	U	U
2pbd	3	3	M	A	V	P62737	P70460	U	E
2pbd	3	3	M	P	V	P62962	P70460	U	E
2pg1	3	6	A	A	I	P63168	O88487	N	N
2pjh	2	2	M	A	B	P60670	Q01853	U	U
2pnr	2	3	A	A	C	Q922H2	Q8BMF4	U	U
2px9	2	2	M	A	B	Q9Z1F9	P63280	U	E
2qag	3	6	C2	A	B	P42208	Q8CHH9	U	N
2qme	2	2	M	A	I	Q3TLP8	G5E884	U	U
2rfe	2	2	M	A	E	Q01279	Q99JZ7	U	E
2rgn	3	3	M	A	C	P21279	Q9QUI0	E	U
2roz	2	2	M	A	B	Q60709	Q3TIZ5	E	E
2rr3	2	2	M	A	B	Q9WV55	Q3B7Z2	U	U
2v1d	2	2	M	A	C	Q6ZQ88	P84244	N	U
2vcp	2	2	M	A	D	P62737	Q91YD9	U	U
2vgl	4	4	M	A	B	P17427	Q9DBG3	N	N
2vgl	4	4	M	A	M	P17427	Q3TWV4	N	U
2vgl	4	4	M	A	S	P17427	P62743	N	E
2vgl	4	4	M	B	M	Q9DBG3	Q3TWV4	N	U
2vgl	4	4	M	B	S	Q9DBG3	P62743	N	E
2vgl	4	4	M	M	S	Q3TWV4	P62743	U	E
2vrr	2	2	M	A	B	P63280	P63166	E	U
2w96	2	2	M	A	B	P25322	P30285	E	N
2wax	2	2	M	A	B	P54823	Q8K2D3	U	E
2wd5	2	2	M	A	B	Q9CU62	Q9CW03	U	U
2wel	2	2	M	A	D	Q6PHZ2	P62204	E	U
2xwu	2	2	M	A	B	P63280	Q8K0C1	E	E
2y3a	2	2	M	A	B	Q8BTI9	P26450	E	U
2zme	3	4	A	B	C	Q91XD6	Q9CQ80	E	E
3a6p	2	2	M	A	C	Q924C1	P62827	N	U
3aa6	2	2	M	A	C	Q5RKN9	Q9JLQ0	E	E
3ah8	3	3	M	A	B	P21279	P62874	E	U
3chw	2	2	M	A	P	P63260	P62962	E	U
3cqg	2	2	M	A	B	Q8BH74	Q8R0G9	N	U
3cqx	2	4	C2	A	C	P63017	Q91YN9	N	U
3d7u	2	2	M	A	B	P41241	Q80XU2	E	U
3daw	2	2	M	A	B	P62737	Q91YR1	U	U
3dw8	3	3	M	A	B	Q76MZ3	Q6P1F6	N	U
3dw8	3	3	M	A	C	Q76MZ3	P63330	N	E
3dw8	3	3	M	B	C	Q6P1F6	P63330	U	E
3e5a	2	2	M	A	B	P97477	A2APB8	E	E
3eg5	2	4	C2	A	B	P60766	Q6NS79	E	E
3eg9	2	2	M	A	B	Q9D662	Q6NXL1	U	N
3egd	3	3	M	A	B	Q9D662	Q3U2P1	U	E
3egd	3	3	M	A	C	Q9D662	O08547	U	U
3egd	3	3	M	B	C	Q3U2P1	O08547	E	U
3egg	2	2	M	A	C	P62137	Q6R891	U	U
3fex	3	3	M	A	C	Q3UYV9	P52293	N	N
3fhc	2	2	M	A	B	Q80U93	Q61655	U	N
3fqn	2	2	M	A	C	P01899	Q02248	N	N
3gc3	2	2	M	A	B	Q91YI4	Q68FD5	U	N
3gjx	3	3	M	A	C	Q6P5F9	P62827	U	U
3gtu	2	2	M	A	B	P15626	P48774	U	E
3h2v	2	2	M	A	E	Q64727	Q9CW46	U	U
3j04	3	6	A	A	B	Q61879	Q9CQ19	U	U
3j04	3	6	A	A	C	Q61879	Q8CI43	U	E
3j04	3	6	A	B	C	Q9CQ19	Q8CI43	U	E
3j0s	2	24	H	A	M	P60710	P45591	U	U
3j1t	3	3	M	A	B	Q9JHU4	P68369	N	U
3j1t	3	3	M	A	C	Q9JHU4	Q9CWF2	N	U
3j1t	3	3	M	B	C	P68369	Q9CWF2	U	U
3j2t	2	14	C	A	H	O88879	P62897	E	N
3jsv	2	4	A	B	C	P62983	Q8VC91	N	E
3jv4	2	2	M	A	B	Q04863	P25799	E	N
3jv6	2	2	M	A	B	Q04863	Q9WTK5	E	U
3k9p	2	2	M	A	B	P61087	P62983	N	N
3kpl	2	2	M	A	C	P01899	P55096	N	U
3l1z	2	2	M	A	B	P61079	Q9ES00	U	N
3laq	2	2	M	A	U	P06869	P35456	N	U
3lcp	2	2	M	A	C	Q9D0F3	Q8K5B2	U	E
3lge	2	8	C2h	A	E	P05064	Q91VH2	U	U
3ln5	2	2	M	A	C	P01899	Q9CQ65	N	U
3lue	2	20	H	A	K	P60710	Q9JI91	U	E
3mcb	2	2	M	A	B	Q60817	Q64152	N	U
3mjh	2	2	M	A	B	Q9CQD1	Q8BL66	E	U
3mkr	2	2	M	A	B	O89079	Q8CIE6	E	N
3n3k	2	2	M	A	B	Q80U87	P62983	E	N
3ohm	2	2	M	A	B	P21279	P51432	E	E
3p5j	3	3	M	A	C	Q05C51	Q9CQ18	E	U
3pk1	2	2	M	A	B	P97287	Q07813	U	E
3pwl	2	2	M	A	C	P01899	P70372	N	U
3q2s	2	4	C2	A	C	Q9CQF3	Q6NVF9	U	U
3qq8	2	2	M	A	B	Q01853	P54731	U	U
3rep	2	2	M	A	B	O55222	Q3UF75	U	N
3rnm	2	3	A	A	E	O08749	P53395	N	E
3rpg	3	3	M	A	C	P61079	Q9CQJ4	U	U
3ryt	2	2	M	A	C	P70206	Q3TLP8	U	U
3sde	2	2	M	A	B	Q8R326	Q99K48	U	U
3t97	2	3	A	A	B	Q63850	Q8BTS4	U	N
3tad	2	2	M	A	C	B2RXW8	Q8C8U0	U	E
3tbl	2	5	A	A	D	P17918	P62983	N	N
3tg1	2	2	M	A	B	P47811	Q9ESS0	E	E
3tj3	2	2	M	A	C	Q60960	Q9JIH2	E	U
3tpm	2	2	M	A	B	P52293	Q5DTZ3	N	E
3tpq	2	6	A	A	M	P62737	Q5DTZ3	U	E
3tq7	3	4	-	A	B	Q61166	Q6PER3	U	E
3u4l	2	2	M	A	P	P60710	P62962	U	U
3um3	2	2	M	A	B	Q8K2Q7	Q9D8B3	E	E
3uyo	2	2	M	A	D	B2RQ57	P11276	E	N
3vhx	2	4	C2	A	B	P62331	E9Q5G3	U	E
3von	3	3	M	A	C	Q7TQI3	P61089	U	U
3vri	2	2	M	A	C	P01899	P62320	N	N
3wkt	2	2	M	A	C	P37040	P14901	U	U
3zdl	2	2	M	A	B	Q64727	Q8R5A3	U	U
3zjy	3	3	M	A	B	P62827	Q8K0C1	U	E
3zjy	3	3	M	A	C	P62827	Q8BMJ3	U	U
3zjy	3	3	M	B	C	Q8K0C1	Q8BMJ3	E	U
3zni	3	3	M	A	C	P22682	P61079	E	U
3zni	3	3	M	A	D	P22682	P62983	E	N
3zni	3	3	M	C	D	P61079	P62983	U	N
4a55	2	2	M	A	B	D3YY41	P26450	E	U
4a7f	3	10	A	A	B	P62737	Q8BP43	U	U
4ap2	2	2	M	A	B	Q8CE33	Q9JLV5	E	U
4bkx	2	4	C2	A	B	F8WHY8	O09106	U	N
4bws	3	3	M	B	C	Q91VJ5	Q9CWK3	E	U
4c0o	2	2	M	A	C	Q6P2B1	Q6PDM2	U	U
4cay	2	2	M	A	B	Q3THW5	Q6ZWY9	U	U
4cfr	2	3	A	A	Q	P07091	Q8VDD5	E	N
4dhj	3	3	M	B	C	P62983	P61089	N	U
4dhx	2	3	A	A	B	Q9WUU9	Q9JIX0	N	U
4dpg	2	3	A	A	I	Q99MN1	Q8R010	U	U
4drj	2	2	M	A	B	P30416	Q9JLN9	E	E
4eah	2	4	C2	A	D	Q6ZPF4	P62737	E	U
4ehp	2	2	M	A	B	Q64727	P26231	U	U
4f38	2	2	M	A	B	Q9QUI0	Q99PT1	U	U
4f52	3	3	M	A	E	Q9WTX6	Q8BZM1	U	U
4ffb	3	3	M	A	B	P68369	P99024	U	U
4fme	3	3	M	B	C	Q9D1G1	P62331	U	U
4hre	2	4	C2	A	E	P07356	P08207	U	N
4hsu	2	2	M	B	C	D3YYT1	P84244	U	U
4i6l	2	2	M	A	B	Q7TQI3	P62983	U	N
4iyp	2	2	M	A	C	Q61249	P63330	U	E
4jhd	2	3	A	A	B	P63260	P60710	E	U
4js0	2	2	M	A	B	P60766	Q8BKX1	E	U
4kbq	2	2	M	A	C	Q9WUD1	P63017	N	N
4kit	2	2	M	B	C	Q6P4T2	Q99PV0	N	N
4kvg	2	2	M	A	B	Q99JI6	Q8R5A3	U	U
4l18	2	2	M	A	B	G3UWD2	P27577	U	E
4l79	2	2	M	A	B	P46735	P62204	N	U
4mmx	3	3	M	A	C	P43406	P11276	U	N
4mne	2	4	C2	A	B	P31938	P04627	E	U
4n78	5	5	M	A	B	Q7TMB8	P28660	N	N
4n78	5	5	M	A	E	Q7TMB8	Q91VR8	N	E
4n78	5	5	M	B	E	P28660	Q91VR8	N	E
4nif	2	4	C2	A	B	P18654	P63085	U	U
4nqk	2	10	A	A	E	Q6Q899	P62983	U	N
4o27	2	2	M	A	B	Q06138	Q99KH8	U	E
4o2e	2	2	M	A	C	P01899	Q62167	N	U
4ogr	4	4	M	A	B	Q99J95	Q9QWV9	U	U
4ogr	4	4	M	A	C	Q99J95	Q9ESC8	U	E
4ogr	4	4	M	B	C	Q9QWV9	Q9ESC8	U	E
4ol0	2	2	M	A	B	P62827	Q6P2B1	U	U
4p6z	5	5	M	B	G	Q9DBG3	P22892	N	U
4p6z	5	5	M	B	M	Q9DBG3	P35585	N	E
4p6z	5	5	M	B	S	Q9DBG3	P61967	N	E
4p6z	5	5	M	G	M	P22892	P35585	U	E
4p6z	5	5	M	G	S	P22892	P61967	U	E
4p6z	5	5	M	M	S	P35585	P61967	E	E
4pby	2	2	M	A	C	Q60972	F8WHY8	U	U
4pju	2	2	M	A	B	O35638	Q61550	U	U
4q5e	3	3	M	B	C	P62983	P68037	N	U
4q9u	3	8	A	A	B	Q9JM13	Q9CQD1	U	E
4qfg	3	3	M	A	B	Q5EG47	Q9R078	U	E
4qfg	3	3	M	A	C	Q5EG47	O54950	U	N
4qfg	3	3	M	B	C	Q9R078	O54950	E	N
4r3z	3	3	M	B	C	Q9D0I9	Q8BML9	N	U
4rr2	2	2	M	A	B	P20664	P33610	N	N
4tyh	2	2	M	A	B	P49138	P47811	E	E
4u6y	2	2	M	A	P	P01899	Q9R0M6	N	U
4uf6	3	3	M	B	C	P62983	Q6PIJ4	N	E
4uj5	2	2	M	A	C	P46638	Q68EF0	U	U
4uyk	2	2	M	A	B	P49962	P16254	U	N
4wk4	2	2	M	A	B	P11688	P09055	N	U
4wlr	3	3	M	B	C	Q9JKV1	P62983	U	N
4wwr	2	2	M	A	B	Q3UF95	P21126	U	U
4xoi	2	2	M	A	B	Q9QUI0	Q8K298	U	U
4xxb	2	2	M	A	B	Q9CXW4	P23804	N	U
4y97	2	2	M	A	B	P33611	P33609	N	N
4yc6	2	2	M	A	B	P11440	P61025	U	E
4yc7	2	2	M	A	B	P60766	Q6ZPF4	E	E
4zii	2	4	C2	A	C	Q07813	P70444	E	E
5brm	2	15	A	A	G	Q921Y0	Q9JI10	U	U
