proID	wholeProIDlist	geneName	t.0	t.1	t.2	t.4	t.8	t.16	t.32	t.0.1	t.1.1	t.2.1	t.4.1	t.8.1	t.16.1	t.32.1	t.0.2	t.1.2	t.2.2	t.4.2	t.8.2	t.16.2	t.32.2	t.0.3	t.1.3	t.2.3	t.4.3	t.8.3	t.16.3	t.32.3	c1_k10	c2_k10	c2_k20	c2_k12	X.dataPts	c1_AICp	c1_RSS	c2_AICp	c2_RSS	AIC.recommendation	c1_aveLife	c1_thalf	c2_aveLife	c2_thalf.pulse.	c2_thalf.ss.	X.deg.fr.comp1.2comp.	X.deg.fr.comp2.2comp.	ss..comp1.2comp.	ss..comp2.2comp.	med4	med8	deltascore	def	rel.abun
A0A087WS18	A0A087WS18;A0A087WQF1;E9Q6L0;Q80TV8;E9QKH0;J3QP81;A0A087WRK0;A0A087WQ95;A0A087WNW8;A0A087WP42;Q80TV8-2;E9QNY9;A0A087WRE8;A0A087WQ31	Clasp1	1	1.051113458	1.083544867	0.976824248	0.916377442	0.730474143	0.53835931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01862446	8.46E-07	0.022594059	0.231803146	7	0.989380471	0.003671375	0.010619529	0.001996994	1	53.69283219	37.21703525	48.57325013	34.8	31.1	3.65E-06	0.999996352	0.088814101	0.911185899	0.976824248	0.916377442	-0.02021494	ED	0.053073474
A2A432	A2A432;E9PXY1;A2A432-2;J3QJX0	Cul4b	1	1.177561132	1.152405046	0.916516913	0.831156591	0.827131068	0.567695111	1	0.917588428	0.815829801	0.767297437	0.873826274	0.604232916	0.469954277	1	0.949480877	0.955170054	0.875539062	0.781399905	0.64559481	0.481044622	NA	NA	NA	NA	NA	NA	NA	0.022090041	0.237601745	0.021263067	3.301371364	21	0.927264574	0.010403563	0.072735426	0.010294732	1	45.26926761	31.37826521	44.15494896	31.8	32.6	0.067138613	0.932861387	0.00639946	0.99360054	0.875539062	0.831156591	0.040446979	ED	0.158172955
A2A485	A2A485;Q3UH28;Q3U1M7;A2A483;E9Q8D1;A2A482;A2A484;A2A481;A2A480	Zmynd8	1	0.556703596	0.320145519	0.224210964	0.143709969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.286635499	0.80886714	0.088417558	0.196465279	5	0.999562848	0.131143416	0.000437152	0.001488038	1	3.488751407	2.418218201	3.204926565	1.1	4.7	0.804576799	0.195423201	0.310364635	0.689635365	0.224210964	0.143709969	0.525188809	UN	0.011225119
A2A4A6	A2A4A6;Q62077	Plcg1	1	1.12051653	0.824669454	0.756529384	0.566894801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.069746622	7.90E-06	0.078737515	1.006322708	5	0.999998115	0.007323325	1.88E-06	0.006486881	1	14.33761196	9.938075308	13.69403578	9.5	8.9	7.85E-06	0.99999215	0.07256511	0.92743489	0.756529384	0.566894801	-0.00477686	ED	0.012646497
A2A4P0	A2A4P0;A2A4N9	Dhx8	1	0.897068664	0.769928717	0.674643948	0.501956628	0.378993345	0.262798679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.048356976	0.133204847	0.021061765	0.107103269	7	0.043857246	0.035061894	0.956142754	0.00024561	2	20.67953977	14.33396469	25.32248651	8.2	28.7	0.554308564	0.445691436	0.164333163	0.835666837	0.674643948	0.501956628	0.048949431	UN	0.013816531
A2A4Z1	A2A4Z1;Q9D1C1	Ube2c	1	1.049672095	0.78978085	0.536914169	0.274453497	NA	NA	1	1.000924231	0.890081712	0.634775118	0.451653274	NA	NA	1	1.017106355	1.008958484	0.757249644	0.310347618	0.107671287	NA	NA	NA	NA	NA	NA	NA	NA	0.132603337	6.04E-08	0.15546032	0.653749036	16	0.788213014	0.024810226	0.211786986	0.016869665	1	7.541288359	5.227222764	7.962147847	5.7	4.8	9.23E-08	0.999999908	0.192113844	0.807886156	0.634775118	0.310347618	-0.130546643	UN	0.820226614
A2A5K6	A2A5K6	Znf335	1	0.806630455	0.657396489	0.371673809	0.241881787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.192555634	0.272528701	2.13E-06	0.049390746	5	0.999989549	0.012908232	1.05E-05	0.002904345	1	5.193304286	3.599724224	72108.24259	2.9	2204.8	0.846574208	0.153425792	4.31E-05	0.999956921	0.371673809	0.241881787	0.280085589	UN	0.014008685
A2A5R2	A2A5R2	Arfgef2	1	0.930801949	0.642903526	0.977431348	0.842510116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.028441123	0.564372533	4.38E-05	1.254221506	5	0.999997113	0.03228538	2.89E-06	0.02033166	1	35.16035584	24.37130152	15732.3355	4000	389.8	0.310334534	0.689665466	3.50E-05	0.999965048	0.977431348	0.842510116	-0.062857583	ED	0.006253542
A2A5S3	A2A5S3;V9GX87	Stau1	1	NA	NA	0.824719512	0.631704981	NA	NA	1	0.986205844	0.990800148	0.87950948	0.73343798	NA	NA	1	1.03873194	0.929894631	0.843531094	0.628236925	0.48025148	0.316273377	NA	NA	NA	NA	NA	NA	NA	0.039575237	0.239377981	0.038456557	3.061410936	15	0.945360457	0.005303237	0.054639543	0.005182648	1	25.2683261	17.51466899	24.42052418	17.5	18	0.072521445	0.927478555	0.012405871	0.987594129	0.843531094	0.631704981	-0.059507883	ED	0.186910918
A2A6Q5-2	A2A6Q5-2;A2A6Q5-3;A2A6Q5	Cdc27	1	NA	NA	0.798894106	0.704669083	0.510938041	0.507687867	1	0.953330176	0.813899902	0.713376457	0.65212927	0.456512962	0.326832848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.032916547	0.075215725	0.007868354	0.066117843	12	0.605253315	0.028154829	0.394746685	0.010806918	1	30.37985763	21.05771266	66.53060648	16.2	81.1	0.532185849	0.467814151	0.106348947	0.893651053	0.756135282	0.678399177	0.085525271	UN	0.047188783
A2A7B5	A2A7B5	Prdm2	1	0.737298729	0.728368352	0.458904634	0.286051093	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.165493982	4.817361521	0.143346983	4.172879273	5	0.999995564	0.007700792	4.44E-06	0.003439022	1	6.042515792	4.188352785	3.349224975	4	4.7	0.535843436	0.464156564	0.033211184	0.966788816	0.458904634	0.286051093	0.153120441	UN	0.011294364
A2A7T8	A2A7T8;Q3TJB1	Zmym1	1	0.814518874	0.591815143	0.575836147	0.386784681	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.130130641	0.468875608	0.078250599	0.669729584	5	0.999989385	0.016955943	1.06E-05	0.003768002	1	7.684585214	5.326548575	8.395165487	4.9	8.4	0.411798235	0.588201765	0.104615872	0.895384128	0.575836147	0.386784681	0.076988565	ED	0.004883825
A2A8E2	A2A8E2;Q8BHG2;Q8BHG2-3;B7ZC72;B7ZC71;Q8BHG2-2	0610037L13Rik	1	1.072510942	1.110551115	1.260211796	1.146448201	0.897748054	0.731432026	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006912616	3.96E-07	0.029847139	0.029796421	7	0.994158285	0.018898123	0.005841715	0.014503907	1	144.6630389	100.2727775	67.0642361	55.8	38.4	1.33E-05	0.999986716	0.500425174	0.499574826	1.260211796	1.146448201	-0.162945478	UN	0.126823261
A2A934	A2A934;A2A935-2;A2A930;A2A931;A2A935;A2A935-3;A2A933	Prdm16	1	0.907144787	0.890195536	0.750118437	0.700176152	0.569272349	0.475882758	1	NA	NA	0.653896345	0.697652655	0.43129634	0.41641711	1	0.95145296	0.98289514	0.860118204	0.880386954	0.524366953	0.465005517	NA	NA	NA	NA	NA	NA	NA	0.029270265	1.752809064	0.023364984	2.753575365	19	0.731439529	0.022475772	0.268560471	0.015778787	1	34.16436461	23.680933	26.37380686	24.1	29.5	0.388961282	0.611038718	0.008413931	0.991586069	0.750118437	0.700176152	0.109312504	UN	0.096304178
A2A9I0	A2A9I0;O35166	Gosr2	1	0.925356521	0.808695228	0.634031792	0.705428549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.060193707	0.196368606	2.51E-05	0.301809775	5	0.999991932	0.014502578	8.07E-06	0.004013845	1	16.61303237	11.51527654	24162.08073	4000	1424.8	0.394173279	0.605826721	8.31E-05	0.999916923	0.634031792	0.705428549	0.281181286	UN	0.075128232
A2A9K3	A2A9K3;Q8BMK0	Cep85	1	1.15746997	1.024351528	0.951217641	0.697938803	0.27089091	0.140389073	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0634477	7.67E-07	0.068547692	0.522247459	7	0.994736612	0.031324052	0.005263388	0.025524662	1	15.76101249	10.92470137	16.50316014	11.7	10.4	1.47E-06	0.999998532	0.116026158	0.883973842	0.951217641	0.697938803	-0.12979954	ED	0.013545229
A2ABV5	A2ABV5;A2BDN7;A2ABV5-2;A2BDP0	Med14	1	0.781096148	0.610577533	0.626398386	0.555884064	0.567409038	0.466201224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.030248789	0.530092204	0.008246659	0.522206248	7	0.278102277	0.074653784	0.721897723	0.001764343	2	33.0591746	22.91487367	61.12654663	25.5	83.1	0.503747015	0.496252985	0.015546449	0.984453551	0.626398386	0.555884064	0.174170949	UN	0.003993917
A2ABY3	A2ABY3;Q922E4	Pcyt2	1	0.963209717	1.128022692	1.106286646	1.168102927	0.975592886	1.068981483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.50E-06	5.24E-06	5.67E-08	3.642727753	7	0.996314588	0.00790491	0.003685412	0.007903467	1	665497.0348	461287.3934	17635156.28	4000	194.1	1.44E-06	0.999998561	1.56E-08	0.999999984	1.106286646	1.168102927	-0.023318542	ED	0.015160278
A2ACV5	A2ACV5;Q9CYC5;B0QZT4	Dsn1	1	0.743578043	0.569070922	0.474447924	0.355228968	0.211207051	0.146190567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.072597667	0.307219515	0.03288184	0.151091046	7	0.448251659	0.13624305	0.551748341	0.004931945	2	13.77454737	9.547788676	12.20781239	3.2	17.4	0.670330429	0.329669571	0.178731989	0.821268011	0.474447924	0.355228968	0.228107058	UN	0.075029931
A2ADB1	A2ADB1;A2ADB0;Q62504-3;Q62504-2;Q62504	Spen	1	1.198570792	1.19607487	0.650971117	0.525107025	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.07448429	1.88E-05	0.193901983	0.193802847	5	0.999997802	0.038503216	2.20E-06	0.0301587	1	13.42564997	9.305951424	10.3161286	8.2	5.9	9.68E-05	0.999903156	0.500127851	0.499872149	0.650971117	0.525107025	0.107213415	ED	0.000809782
A2ADE0	A2ADE0;Q80TQ5;Q80TQ5-2;Z4YJW6;Q80TQ5-3	Plekhm2	1	0.903641437	0.821030825	0.622342205	0.449775465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.103350898	0.12111661	9.62E-05	0.030493819	5	0.999996344	0.000914299	3.66E-06	0.0004767	1	9.675774672	6.706735934	2096.440949	6.7	4000	0.798867274	0.201132726	0.003146214	0.996853786	0.622342205	0.449775465	0.074761775	ED	0.003130535
A2ADR8	A2ADR8;Q8R3G1	Ppp1r8	1	NA	NA	0.933374081	0.913042006	NA	NA	1	0.948039022	1.034219831	0.986755882	1.009228023	1.086601473	1.024628329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.87E-07	0.142382826	2.14E-06	3.726576993	10	0.975341506	0.002476376	0.024658494	0.002405753	1	1127634.705	781616.8166	449965.7922	4000	182.7	0.036801319	0.963198681	5.74E-07	0.999999426	0.960064982	0.961135015	0.020934115	ED	0.052000261
A2AEE4	A2AEE4;Q9D0P7;A2AEF3	Psrc1	1	1.118438045	1.138274457	0.755678432	0.532789495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.068077975	8.02E-05	0.183736555	0.183703279	5	0.999996924	0.022054274	3.08E-06	0.013201934	1	14.68903864	10.18166572	10.88138792	8.7	6.2	0.000436166	0.999563834	0.500045281	0.499954719	0.755678432	0.532789495	-0.03467509	ED	0.029290252
A2AF47	A2AF47	Dock11	1	0.856508665	0.813120856	0.687035641	0.50421941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.088800799	2.435468847	0.077071432	4.874304949	5	0.999933472	0.001258018	6.65E-05	6.44E-05	1	11.26115988	7.805641217	8.788779584	8.1	8.9	0.333179783	0.666820217	0.015565658	0.984434342	0.687035641	0.50421941	0.032997225	ED	0.004837821
A2AG58-2	A2AG58-2;A2AG58		1	0.895042753	0.991021331	0.868320907	0.72764843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.038084656	0.175309463	0.037113859	4.948580929	5	0.999998372	0.002021776	1.63E-06	0.002013805	1	26.25729391	18.20016925	26.21740727	18.5	18.7	0.034214132	0.965785868	0.00744407	0.99255593	0.868320907	0.72764843	-0.017774713	ED	0.01883208
A2AGH8	A2AGH8;A2AGH6-2;A2AGH9;A2AGH6	Med12	1	0.708508469	0.473866925	0.304449073	0.191701257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.233056383	0.426816272	0.036744888	0.09881023	5	0.999643556	0.040503495	0.000356444	0.000541129	1	4.290807172	2.974160893	7.018458529	1.9	12.3	0.812014368	0.187985632	0.27106972	0.72893028	0.304449073	0.191701257	0.363342918	UN	0.0195304
A2AH22-2	A2AH22-2;A2AH22-6;A2AH22;A2AH22-7;A2AH22-5;A2AH22-3;A2AH22-4	Ambra1	1	0.978901003	0.756162431	0.60908573	0.209378308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.177322446	0.000315089	0.342482244	0.342186095	5	0.999986425	0.019319247	1.36E-05	0.003526242	1	5.639443964	3.908964684	5.83687118	4.5	3.3	0.000919963	0.999080037	0.500216272	0.499783728	0.60908573	0.209378308	-0.286010039	UN	0.020953954
A2AHC3	A2AHC3;A2AHC4;A2AHC3-2	Camsap1	1	1.019369694	1.015170605	1.0051892	0.90297818	0.90878118	0.562400042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.015160595	2.61E-06	0.044338643	0.044342678	7	0.972003027	0.00538546	0.027996973	0.001666474	1	65.96047279	45.72031574	45.10267097	37.4	25.8	5.89E-05	0.99994111	0.499977249	0.500022751	1.0051892	0.90297818	-0.056204227	ED	0.004730492
A2AIV2	A2AIV2;E9PZY8;A2AIV2-2	Kiaa1429;1110037F02Rik	1	0.649052164	0.511190849	0.392146831	0.350318884	0.252217163	0.218317652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.062012602	0.52067472	0.018518823	0.219284091	7	0.110127852	0.225389764	0.889872148	0.002783942	2	16.12575454	11.17752129	17.35386599	2.1	34.4	0.703653652	0.296346348	0.077874669	0.922125331	0.392146831	0.350318884	0.411663219	NED	0.008147767
A2AJ72	A2AJ72;Q3TIX6	Fubp3	1	1.101453376	0.98871761	1.023150305	0.942730338	0.825164937	0.744497635	1	1.166636686	0.981139951	0.89433766	0.771547915	0.948743989	0.749361363	1	0.95935866	0.960570342	0.921144668	0.870096671	0.908487361	0.707699297	NA	NA	NA	NA	NA	NA	NA	0.009637555	2.98E-05	0.009707302	2.441305362	21	0.930571954	0.005007779	0.069428046	0.005002907	1	103.7607561	71.92147552	103.4235931	71.6	71.4	1.22E-05	0.999987808	0.003960527	0.996039473	0.921144668	0.870096671	0.012562699	ED	0.212745535
A2AJI0	A2AJI0;A2AJI0-2;A8Y5P4;F6WF36;A2AJI1	Map7d1	1	1.159238842	1.278654563	1.04179684	0.901177939	0.644669093	0.336774051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.030681692	5.07E-06	0.070378052	0.070299738	7	0.989079588	0.026717347	0.010920412	0.014299876	1	32.59272644	22.59155644	28.43172889	23.4	16.3	7.21E-05	0.999927891	0.500278345	0.499721655	1.04179684	0.901177939	-0.092973228	ED	0.075810883
A2AMY5	A2AMY5;Q91VX2	Ubap2	1	0.953942856	1.215671936	0.925143595	1.008633484	0.896678741	1.089073536	1	1.174438903	0.979340964	NA	NA	0.914322439	0.712265088	1	0.971955191	0.978930861	1.000465977	0.918373614	0.905340768	0.876975457	NA	NA	NA	NA	NA	NA	NA	0.004390454	0.00109075	0.004397317	1.667112119	19	0.935507753	0.009123653	0.064492247	0.009108667	1	227.7668925	157.8759793	227.8621622	157.8	157.6	0.000653847	0.999346153	0.002630746	0.997369254	0.962804786	0.963503549	0.019315048	ED	0.097986718
A2AN08-3	A2AN08-3;A2AN08;A2AN08-5	Ubr4	1	0.798666091	0.914835618	0.613016958	0.599719379	0.535964022	0.584327743	1	0.730944942	0.878705066	0.648519926	0.913385645	NA	NA	1	0.922331926	0.847546135	0.732155679	0.662224913	0.449844138	0.407061988	NA	NA	NA	NA	NA	NA	NA	0.029538522	0.161187221	0.012314784	0.274778249	19	0.231364644	0.044133062	0.768635356	0.019486869	2	33.85409768	23.46587236	53.47413519	26.6	55.1	0.369724742	0.630275258	0.04289475	0.95710525	0.648519926	0.662224913	0.226987533	UN	0.016576385
A2AN61	A2AN61;Q3UUV0;Q8VEH2;F6XWQ4	Ciz1	1	0.842354202	0.636484438	0.760202906	0.55517317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.080936776	0.594261439	0.038404623	1.009380677	5	0.999995009	0.019641475	4.99E-06	0.007982125	1	12.35532288	8.564057222	17.01301719	11.6	17.7	0.370569863	0.629430137	0.036653142	0.963346858	0.760202906	0.55517317	-0.020067698	ED	0.023348802
A2AP78	A2AP78;O54879;G5E920	Hmgb3;Gm6104	1	NA	NA	1.096410961	1.156401174	0.870848808	0.891263656	1	0.972504545	1.156739154	NA	NA	0.944045493	1.038977358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001436662	2.66E-07	0.002117218	0.150932293	10	0.975929192	0.008325871	0.024070808	0.008168814	1	696.0579548	482.4706089	478.9425335	333.6	327.5	1.76E-06	0.999998237	0.01383355	0.98616645	1.096410961	1.156401174	-0.019385709	ED	0.43948744
A2APB8	A2APB8	Tpx2	1	0.988044304	0.934963918	0.663125794	0.303730036	NA	NA	1	0.835921564	0.926112362	NA	NA	NA	NA	1	0.824052422	0.899478918	0.496614251	0.253620497	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.147633421	0.014176565	0.296546652	0.284689703	13	0.760318031	0.018299049	0.239681969	0.009898265	1	6.773534023	4.69505601	6.558172641	5.1	3.8	0.047434476	0.952565524	0.510199765	0.489800235	0.579870023	0.278675267	-0.093902748	UN	0.332660782
A2AQA7	A2AQA7;Q8CFQ3	Aqr	1	0.881366796	0.702002373	0.649504691	0.473462173	0.350357085	0.281983613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.048228129	0.150829905	0.01281675	0.090392268	7	0.316151622	0.059139331	0.683848378	0.001551203	2	20.73478736	14.3722594	33.38278058	6.8	48	0.6252738	0.3747262	0.124182462	0.875817538	0.649504691	0.473462173	0.057703592	UN	0.047452759
