id	Rep1_t=0	Rep1_t=1	Rep1_t=2	Rep1_t=4	Rep1_t=8	Rep1_t=16	Rep1_t=32	Rep2_t=0	Rep2_t=1	Rep2_t=2	Rep2_t=4	Rep2_t=8	Rep2_t=16	Rep2_t=32	Median_4	Median_8	c1_k10	c2_k10	c2_k20	c2_k12	#dataPts	c1_AICp	c1_RSS	c2_AICp	c2_RSS	AIC.recommendation	c1_aveLife	c1_thalf	c2_aveLife	c2_thalf.pulse.	c2_thalf.ss.	X.deg.fr.comp1.2comp.	X.deg.fr.comp2.2comp.	ss..comp1.2comp.	ss..comp2.2comp.	Median_deltascore	Rel. abund	def	proID	geneName
-1	1	1.022648	0.9809957	0.733261	0.777855	0.8348724	1.040756	1	NaN	NaN	1.426857	1.198864	NaN	NaN	1.080059	0.9883593	0.001386272	0.007270372	4.51E-06	0.1370943	10	0.9762793	0.006618098	0.02372075	0.006532354	1	721.3591	1040.701	210785	4000	4000	0.05036116	0.9496388	3.29E-05	0.9999672	-0.08286997	0.01722897	ED	P46926	GNPDA1
-1	1	1.119259	0.9895113	0.9973338	0.9697953	1.042169	0.7539221	1	1.023512	1.149894	0.9786946	0.9953916	1.058313	0.8412232	0.9880142	0.9825935	0.004757951	2.84E-06	0.02319222	0.02319192	14	0.8864488	0.001173232	0.1135512	0.000887124	1	210.1745	303.2177	86.22582	71.9	49.4	0.000122358	0.9998776	0.5000032	0.4999968	0.003278278	0.04242836	ED	P61106	RAB14
-1	1	0.967765	1.012012	0.9961961	1.035906	0.7532055	0.8941436	1	0.766582	0.9446515	0.8000162	0.9292618	0.5606195	0.7037174	0.8981062	0.9825839	0.0110695	3.785431	0.007044457	4.829165	14	0.9259263	0.004691644	0.07407375	0.00405826	1	90.33832	130.3306	79.69346	86	82	0.4394206	0.5605794	0.001456607	0.9985434	0.09868225	0.1353848	ED	Q9BS40	LXN
-1	1	0.8946946	0.7870679	1.057534	0.8740943	0.9297858	0.787645	1	1.01267	0.9641228	1.189244	1.090618	1.086615	0.9649343	1.123389	0.982356	0.003199007	0.2194174	0.002794973	4.842971	14	0.9536387	0.002324358	0.04636124	0.00231805	1	312.597	450.9822	342.4754	244.9	139.6	0.04334266	0.9566574	0.000576787	0.9994232	-0.1252509	0.2909276	ED	Q04760-2	GLO1
-1	1	0.8879349	1.009386	1.01464	1.007884	0.9449835	0.9512902	1	1.044303	0.9851173	0.9329536	0.9452492	1.003082	0.9698365	0.9737969	0.9765664	0.001512138	0.5429444	0.000556294	4.814572	14	0.9335037	0.000336524	0.06649629	0.000300907	1	661.3152	954.0762	1615.622	1208.8	131.8	0.1013426	0.8986574	0.000115531	0.9998845	0.01469626	0.1615952	ED	Q9UBQ0	VPS29
-1	1	0.9313422	0.8953477	1.025675	0.9704359	0.9690318	0.9024597	1	0.9002085	0.9442632	1.008909	0.9800507	0.9345027	0.9095862	1.017292	0.9752433	0.003179781	1.029723	0.001273797	4.434007	14	0.8295317	0.00041953	0.1704683	0.00027715	1	314.4871	453.709	637.2821	511.6	129.3	0.1884653	0.8115348	0.000287196	0.9997128	-0.02967821	0.501278	ED	P40925	MDH1
-1	1	NaN	NaN	0.9838504	0.9743119	1.126809	0.9552274	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.9838504	0.9743119	8.64E-06	0.02939814	0.000191797	3.702743	5	0.9999984	0.0006525	1.58E-06	0.000664042	1	115708.8	166932.5	5173.055	3603.2	189.4	0.007877016	0.992123	5.18E-05	0.9999482	0.003269513	0.005986364	ED	Q86UY8	NT5DC3
-1	1	NaN	NaN	0.8710022	0.9734756	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.8710022	0.9734756	0.009594396	1.50166	1.52E-05	3.482236	3	1	0.000781732	NaN	0.000389334	1	104.2275	150.3685	45919.83	4000	141.8	0.3013024	0.6986976	4.37E-06	0.9999956	0.1246695	0.006513186	ED	P51570	GALK1
-1	1	0.9605168	0.8878661	1.082353	0.9121826	0.9557399	0.8788846	1	0.8071333	0.8460025	1.045675	1.03246	0.9277253	0.9703708	1.064014	0.9723212	0.002868279	1.793229	2.77E-05	4.43742	14	0.8933292	0.001484161	0.1066708	0.001144978	1	348.6411	502.9828	25673.26	4000	113.3	0.2878078	0.7121922	6.25E-06	0.9999937	-0.07608269	0.04280986	ED	Q9HC38-2	GLOD4
-1	1	0.8390217	0.7570779	0.9128608	0.9271362	0.7855135	0.7731921	1	0.8872539	0.9580171	1.008145	1.016437	0.8897085	0.861424	0.9605028	0.9717867	0.0075025	4.126119	0.003187924	4.748079	14	0.8034587	0.001959704	0.1965413	0.00123174	1	133.2889	192.2952	167.947	188.1	79.5	0.4649568	0.5350432	0.000670963	0.999329	0.02598891	0.04458565	ED	P31150	GDI1
-1	1	NaN	NaN	0.9124644	0.7562872	NaN	NaN	1	NaN	NaN	1.154129	1.183283	NaN	NaN	1.033297	0.9697852	0.004258651	7.29E-06	0.03813072	0.03822917	6	0.9994392	0.00416166	0.000560812	0.004121801	1	234.8161	338.7681	52.37362	43.5	30	0.000190726	0.9998093	0.4993553	0.5006447	-0.04809475	0.000411961	ED	O43301	HSPA12A
-1	1	0.9276664	0.9002839	1.016005	0.9707419	0.9914891	0.934691	1	0.9941098	0.9133787	1.034004	0.9617001	0.9155105	0.869906	1.025004	0.966221	0.003295121	0.8061333	0.001915639	4.753621	14	0.9126424	0.000416361	0.0873576	0.000342156	1	303.479	437.8276	446.5091	346.2	127.1	0.1449944	0.8550056	0.000402823	0.9995972	-0.041878	1.264726	ED	P18669	PGAM1
-1	1	1.079388	1.071666	0.9543727	0.937571	0.9870602	0.8673316	1	1.137662	0.9066229	1.134035	0.9851115	0.9851702	0.8524264	1.044204	0.9613413	0.00376685	1.8E-06	0.0195079	0.01951785	14	0.9356982	0.000898135	0.06430187	0.00081136	1	265.4738	382.9977	102.487	85.5	58.7	9.2E-05	0.999908	0.4998725	0.5001275	-0.0629674	0.2566062	ED	P60709	ACTB
-1	1	0.9554178	1.039131	0.9073179	1.007695	0.8002977	0.8482065	1	1.016623	0.8988317	0.9850678	0.9117092	0.880067	0.8304875	0.9461929	0.9597022	0.006635022	0.01401194	8.87E-06	0.05840007	14	0.9047654	0.000550491	0.09523466	0.000440267	1	150.7154	217.4364	90963.39	4000	4000	0.193503	0.806497	0.000151818	0.9998482	0.03474275	0.3694934	ED	P17931	LGALS3
-1	1	NaN	NaN	NaN	NaN	0.7535725	0.8318146	1	0.7880445	0.9560972	0.9607904	0.9569716	0.9192416	0.894945	0.9607904	0.9569716	0.006109124	4.524843	0.001698612	4.517153	10	0.9276912	0.001828511	0.07230884	0.001132245	1	163.6896	236.1542	294.2183	346.2	78.1	0.5004252	0.4995748	0.000375895	0.9996241	0.01800828	0.09116557	ED	P36405	ARL3
-1	1	0.8076983	0.8761927	0.7988766	0.969868	0.820224	1.034517	1	0.9704993	0.9315417	0.8899252	0.9420448	1.126542	1.31305	0.8444009	0.9559564	9.23E-07	0.981923	6.81E-06	3.702375	14	0.926924	0.003588166	0.07307599	0.003116763	1	1083668	1563402	116071.8	4000	150.9	0.2096201	0.7903799	1.84E-06	0.9999982	0.1466064	0.1270742	ED	P41250	GARS
-1	1	1.050682	0.8931546	1.055277	0.8911816	1.014184	0.8679222	1	1.068558	0.9840544	0.9464151	1.011199	1.027876	1.067137	1.000846	0.9511904	0.001014063	0.009834128	0.000254684	0.4460029	14	0.9518973	0.000830259	0.04810265	0.000818901	1	986.1319	1422.688	3843.925	2654.4	1557.9	0.02157378	0.9784262	0.00057071	0.9994293	-0.02586612	0.2322681	ED	Q9NR45	NANS
-1	1	0.8577401	0.8948483	0.8433532	0.9048029	0.6736426	0.742651	1	0.8816439	0.9770784	0.9121962	0.9901841	0.9066421	0.9892718	0.8777747	0.9474935	0.007410815	4.31989	0.002533956	4.431258	14	0.8305187	0.00275181	0.1694813	0.001821536	1	134.9379	194.6743	199.9454	231.8	80.7	0.4936369	0.5063631	0.00057151	0.9994285	0.1033977	1.23843	ED	P78417	GSTO1
-1	1	0.8982215	0.9881248	0.9393211	1.006252	0.7155596	0.8383549	1	1.010198	1.103828	0.9886459	0.8786495	0.8213935	0.8342692	0.9639835	0.9424508	0.007746634	0.5181097	0.006847333	4.841594	14	0.9500021	0.001255244	0.0499979	0.001223779	1	129.0883	186.2351	132.1113	98.4	101.2	0.09666761	0.9033324	0.001412275	0.9985877	0.007045346	0.02918231	ED	O15305	PMM2
-1	1	1.140433	1.067034	0.9623907	1.038219	0.9082515	0.9726045	1	NaN	NaN	1.11648	0.84473	NaN	NaN	1.039435	0.9414743	0.002027645	1.11E-05	0.002211448	0.6323789	10	0.9767527	0.001302517	0.02324729	0.001296304	1	493.183	711.5126	453.7657	314.6	313.4	1.76E-05	0.9999824	0.003484844	0.9965152	-0.06883172	0.01909509	ED	P12429	ANXA3
-1	1	0.9458005	0.9229016	0.9175819	0.8517061	0.7426383	0.5285982	1	0.9642731	1.001162	0.9234919	1.031153	NaN	NaN	0.9205369	0.9414297	0.01869858	0.01004541	0.02690144	0.07096011	12	0.9390003	0.000617806	0.0609997	0.000511573	1	53.47998	77.15531	44.90781	34.2	28.2	0.124009	0.875991	0.2748929	0.7251071	0.05262039	0.001568977	ED	Q9Y2X7	GIT1
-1	1	0.8413334	0.7501138	1.023832	0.9161255	0.5574397	0.5567229	1	0.8437255	1.323298	0.7539403	0.9573528	0.8764178	0.6885417	0.8888863	0.9367391	0.01633236	2.09011	0.01366129	4.967531	14	0.9457376	0.005695724	0.0542624	0.005417631	1	61.22813	88.33353	51.6633	46.5	50.7	0.2961485	0.7038515	0.002742574	0.9972574	0.08511069	0.003927396	ED	P30622-2	CLIP1
-1	1	1.231594	1.05113	1.132278	0.9362656	0.4210286	0.3828477	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.132278	0.9362656	0.03244434	0.007657926	0.03304537	1.571399	7	0.9961446	0.008055026	0.003855413	0.00784791	1	30.82202	44.46677	30.74796	21.2	21	0.004849683	0.9951503	0.02059614	0.9794039	-0.1571599	0.006975936	ED	B4DFQ6	ACSF2
-1	1	0.7850778	0.8102714	0.857135	0.9575701	NaN	NaN	1	NaN	NaN	0.9892622	0.9037396	1.028489	0.8926187	0.9231986	0.9306549	0.003920518	2.82446	7.36E-06	3.809336	10	0.8728357	0.0024577	0.1271643	0.001184988	1	255.0683	367.9858	78034.2	4000	106.5	0.4257683	0.5742317	1.93E-06	0.9999981	0.04397752	0.07370285	ED	Q96EK6	GNPNAT1
-1	1	0.9501424	0.7996404	0.9622805	0.8406196	0.7888964	0.6864155	1	0.9808659	1.091397	1.040524	1.017944	0.8901552	0.8439409	1.001402	0.9292817	0.009051391	0.485557	0.008153608	4.688846	14	0.9506805	0.001490321	0.04931953	0.001458944	1	110.4803	159.3893	111.3296	82.6	85	0.09383827	0.9061617	0.001735918	0.9982641	-0.03807323	0.04244387	ED	P52888	THOP1
-1	1	0.8688928	0.7235829	0.8786504	0.6914055	0.7904283	0.6395596	1	0.7827359	0.9242814	0.946211	1.166119	NaN	NaN	0.9124307	0.9287623	0.01497767	4.756159	0.008474733	4.160596	12	0.9091421	0.004716017	0.09085792	0.003382785	1	66.76605	96.32305	55.17044	67.5	79.2	0.5333957	0.4666043	0.002032763	0.9979672	0.05469192	0.02028973	ED	Q92747	ARPC1A
-1	1	0.8496125	0.8518847	0.9371088	0.927695	0.71344	0.5508718	1	NaN	NaN	NaN	NaN	0.8676499	0.6643779	0.9371088	0.927695	0.01557009	2.469821	0.01280757	4.916849	10	0.9621751	0.001466979	0.03782488	0.001194464	1	64.22571	92.65811	52.10761	49	54.1	0.3343619	0.6656381	0.002598066	0.997402	0.0274298	0.01932668	ED	O00743	PPP6C
-1	1	0.9846464	0.8374774	1.011344	0.8990896	0.9453558	0.7849882	1	0.9587445	0.9670993	1.009373	0.9560201	0.952221	0.9735198	1.010358	0.9275549	0.004357456	0.2702259	0.002643641	2.437881	14	0.9262967	0.000824372	0.07370331	0.000714184	1	229.4917	331.0865	340.8905	248.1	261.6	0.09978404	0.900216	0.001083226	0.9989167	-0.04790678	0.7518721	ED	Q15181	PPA1
-1	1	NaN	NaN	1.024769	0.8013244	0.7956415	0.472209	1	1.024924	1.261938	0.8987841	1.05251	0.7129374	0.7631375	0.9617763	0.926917	0.01575557	3.21E-06	0.01802961	0.3131261	12	0.9590958	0.003847188	0.04090414	0.003665369	1	63.46963	91.56732	58.65733	41.3	38.6	1.03E-05	0.9999897	0.0544445	0.9455555	0.001027737	0.01914135	ED	Q96JY6	PDLIM2
-1	1	NaN	NaN	1.062433	0.926736	1.101903	0.7623065	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.062433	0.926736	0.005514024	0.003199704	0.005531159	2.184663	5	0.9999984	0.001930912	1.62E-06	0.001926303	1	181.3558	261.6411	180.9866	125.4	125.3	0.001462479	0.9985375	0.00252542	0.9974746	-0.09860519	0.007863473	ED	Q92930	RAB8B
