proID	wholeProIDlist	geneName	t.0	t.1	t.2	t.4	t.8	t.16	t.32	t.0.1	t.1.1	t.2.1	t.4.1	t.8.1	t.16.1	t.32.1	t.0.2	t.1.2	t.2.2	t.4.2	t.8.2	t.16.2	t.32.2	t.0.3	t.1.3	t.2.3	t.4.3	t.8.3	t.16.3	t.32.3	c1_k10	c2_k10	c2_k20	c2_k12	X.dataPts	c1_AICp	c1_RSS	c2_AICp	c2_RSS	AIC.recommendation	c1_aveLife	c1_thalf	c2_aveLife	c2_thalf.pulse.	c2_thalf.ss.	X.deg.fr.comp1.2comp.	X.deg.fr.comp2.2comp.	ss..comp1.2comp.	ss..comp2.2comp.	med4	med8	deltascore	def	rel.abun
A0A087WV66	A0A087WV66;P46013	>tr|A0A087WV66|A0A087WV66_HUMAN Antigen KI-67 OS=Homo sapiens GN=MKI67 PE=4 SV=1;>sp|P46013|KI67_HUMAN Antigen KI-67 OS=Homo sapiens GN=MKI67 PE=1 SV=2	1	0.663278964	0.794879947	0.371606965	0.389631987	NA	NA	1	1.009158868	0.84841398	0.557676063	0.366876645	0.141282351	NA	1	0.938670581	0.878671541	0.735675823	0.509094682	0.216985034	0.104303333	NA	NA	NA	NA	NA	NA	NA	0.088269796	0.130782934	1.85E-05	0.012457481	18	0.272853797	0.075183948	0.727146203	0.03294945	2	11.32890346	7.852597494	4706.365847	5.6	4000	0.913030962	0.086969038	0.001483367	0.998516633	0.557676063	0.389631987	0.112700713	UN	0.386002613
A0A087WVM4	A0A087WVM4;Q6UB35;B7ZM99	">tr|A0A087WVM4|A0A087WVM4_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens GN=MTHFD1L PE=4 SV=1;>sp|Q6UB35|C1TM_HUMAN Monofunctional C1-tetrahydrofolate synthase, mitochondrial OS=Homo sapiens GN=MTHFD1L PE=1 SV=1;>tr|B7ZM99"	1	0.986494686	1.04636014	0.815477673	0.682937029	0.70947055	0.572592738	1	0.95702973	0.853782695	0.753371859	0.658492649	0.448156561	0.437371382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.026104128	0.063916675	1.13E-05	0.057602365	14	0.621040662	0.026245679	0.378959338	0.012704653	1	38.30811697	26.55316327	41871.81349	31.5	4000	0.525980743	0.474019257	0.000196532	0.999803468	0.784424766	0.670714839	0.043099006	UN	0.108707413
A0A087WXK9	A0A087WXK9;Q15643;H0YJ97	>tr|A0A087WXK9|A0A087WXK9_HUMAN Thyroid receptor-interacting protein 11 OS=Homo sapiens GN=TRIP11 PE=4 SV=1;>sp|Q15643|TRIPB_HUMAN Thyroid receptor-interacting protein 11 OS=Homo sapiens GN=TRIP11 PE=1 SV=3;>tr|H0YJ97|H0YJ97_HUMAN Thyroid receptor-interact	1	NA	NA	0.739049463	0.717282817	NA	NA	1	0.94691293	0.858670431	0.827837855	0.653827645	0.504052582	0.534547551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.027256793	0.074226095	9.22E-06	0.07091192	10	0.13954758	0.023237675	0.86045242	0.002504662	2	36.68810187	25.43025437	52999.22525	1408	4000	0.511417322	0.488582678	0.000130002	0.999869998	0.783443659	0.685555231	0.055293023	UN	0.023621768
A0A087WXM6	A0A087WXM6;J3QQT2;J3KRX5;P18621;P18621-3;P18621-2;J3QLC8;J3KRB3;A0A087WWH0;J3QS96	>tr|A0A087WXM6|A0A087WXM6_HUMAN 60S ribosomal protein L17 (Fragment) OS=Homo sapiens GN=RPL17 PE=4 SV=1;>tr|J3QQT2|J3QQT2_HUMAN 60S ribosomal protein L17 (Fragment) OS=Homo sapiens GN=RPL17 PE=1 SV=1;>tr|J3KRX5|J3KRX5_HUMAN 60S ribosomal protein L17 (Fragm	1	0.458200343	0.419979423	0.369962436	0.369347967	NA	NA	1	0.493925894	0.407200553	0.303433695	0.324174283	0.349122331	0.367445206	1	0.689047203	0.643476569	0.564958115	0.581614165	0.413681337	0.508879462	NA	NA	NA	NA	NA	NA	NA	0.043777757	0.987250991	1.50E-05	0.373217404	19	0.000516274	0.328506982	0.999483726	0.037959285	2	22.84265044	15.83331875	18271.92915	1.4	521.7	0.72566992	0.27433008	4.02E-05	0.999959772	0.369962436	0.369347967	0.496345763	NED	5.887854772
A0A087WXZ3	A0A087WXZ3;Q9Y5A9;Q9Y5A9-2	>tr|A0A087WXZ3|A0A087WXZ3_HUMAN YTH domain-containing family protein 2 OS=Homo sapiens GN=YTHDF2 PE=4 SV=1;>sp|Q9Y5A9|YTHD2_HUMAN YTH domain-containing family protein 2 OS=Homo sapiens GN=YTHDF2 PE=1 SV=2;>sp|Q9Y5A9-2|YTHD2_HUMAN Isoform 2 of YTH domain-co	1	0.976428294	0.945995503	0.766579931	0.715688583	0.529555137	0.321607896	1	0.87573124	0.873069865	0.767343366	0.662050743	0.476272333	0.259656319	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.040339533	0.080601013	0.035029255	0.298340072	14	0.761619032	0.005673255	0.238380968	0.003323357	1	24.78957771	17.1828259	25.11441346	16.3	19.4	0.212700645	0.787299355	0.10507642	0.89492358	0.766961649	0.688869663	0.078966884	UN	0.194091641
A0A087WY55	A0A087WY55;Q9NP79;Q9NP79-2;Q5TGM0	">tr|A0A087WY55|A0A087WY55_HUMAN Chromosome 6 open reading frame 55, isoform CRA_b OS=Homo sapiens GN=VTA1 PE=4 SV=1;>sp|Q9NP79|VTA1_HUMAN Vacuolar protein sorting-associated protein VTA1 homolog OS=Homo sapiens GN=VTA1 PE=1 SV=1;>sp|Q9NP79-2|VTA1_HUMAN Iso"	1	NA	NA	0.962660357	1.040557384	0.843238045	1.044715758	1	1.078408929	0.77395855	1.237039547	0.856508699	0.902816719	0.771544815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00437541	0.057458001	0.003495981	1.427158145	12	0.963641155	0.01668033	0.036358845	0.01655449	1	228.5500232	158.4188042	275.6458538	192.7	198.2	0.03870226	0.96129774	0.002443624	0.997556376	1.099849952	0.948533042	-0.121593091	ED	0.140002462
A0A087WYC8	A0A087WYC8;Q9BZI7-2;Q9BZI7	>tr|A0A087WYC8|A0A087WYC8_HUMAN Regulator of nonsense transcripts 3B OS=Homo sapiens GN=UPF3B PE=4 SV=1;>sp|Q9BZI7-2|REN3B_HUMAN Isoform 2 of Regulator of nonsense transcripts 3B OS=Homo sapiens GN=UPF3B;>sp|Q9BZI7|REN3B_HUMAN Regulator of nonsense transcr	1	1.209955606	0.815450164	0.698033685	0.533358288	0.5331289	0.441746891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.031422958	0.109016722	0.004325822	0.100322766	7	0.972438743	0.045372969	0.027561257	0.014170224	1	31.82386535	22.05862254	115.5616052	15.5	155.3	0.52076521	0.47923479	0.04133665	0.95866335	0.698033685	0.533358288	0.045206983	ED	0.088937716
A0A087WYK8	A0A087WYK8;O43847;O43847-2;B1AKJ5;G3V1R5;F5H7V1;H0Y5G9	>tr|A0A087WYK8|A0A087WYK8_HUMAN Nardilysin OS=Homo sapiens GN=NRD1 PE=4 SV=1;>sp|O43847|NRDC_HUMAN Nardilysin OS=Homo sapiens GN=NRD1 PE=1 SV=2;>sp|O43847-2|NRDC_HUMAN Isoform 2 of Nardilysin OS=Homo sapiens GN=NRD1;>tr|B1AKJ5|B1AKJ5_HUMAN Nardilysin OS=Ho	1	0.8856942	0.858185533	0.810996397	0.987698202	NA	NA	1	0.984608277	1.062781209	0.918190646	0.932238315	0.7323405	0.713114634	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.012389295	1.67875781	0.009703996	4.942119744	12	0.940253369	0.007259208	0.059746631	0.006055395	1	80.7148445	55.9472669	77.0724261	66.3	71.4	0.253555181	0.746444819	0.001959681	0.998040319	0.864593522	0.959968259	0.12506827	ED	0.060415077
A0A087WYU1	A0A087WYU1;Q9Y5X1	>tr|A0A087WYU1|A0A087WYU1_HUMAN Sorting nexin-9 OS=Homo sapiens GN=SNX9 PE=4 SV=1;>sp|Q9Y5X1|SNX9_HUMAN Sorting nexin-9 OS=Homo sapiens GN=SNX9 PE=1 SV=1	1	0.944082306	0.936695904	0.916029563	1.063215673	NA	NA	1	1.237256834	1.179896198	NA	NA	1.089886455	1.181878648	1	0.917363152	0.938982801	1.087089035	1.018992353	1.018807671	0.882661925	NA	NA	NA	NA	NA	NA	NA	3.05E-07	0.000137622	1.06E-06	3.230022102	17	0.942139068	0.00951289	0.057860932	0.009513711	1	3282434.648	2275210.322	941583.3575	4000	219	4.26E-05	0.999957395	3.29E-07	0.999999671	1.001559299	1.041104013	0.018582766	ED	0.082411914
A0A087WZH7	A0A087WZH7;P29966	>tr|A0A087WZH7|A0A087WZH7_HUMAN Myristoylated alanine-rich C-kinase substrate OS=Homo sapiens GN=MARCKS PE=4 SV=1;>sp|P29966|MARCS_HUMAN Myristoylated alanine-rich C-kinase substrate OS=Homo sapiens GN=MARCKS PE=1 SV=4	1	NA	NA	0.517561983	0.47325601	NA	NA	1	0.787671405	0.582602992	0.66982096	0.450695792	0.27756085	0.179616353	1	0.747669844	0.790269788	0.572851598	0.554303863	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.066063388	2.072816505	0.047628481	1.515797643	15	0.055181669	0.056647947	0.944818331	0.012136399	2	15.13697725	10.4921531	9.147109353	7.9	14.2	0.577609188	0.422390812	0.030464171	0.969535829	0.572851598	0.47325601	0.183069192	NED	0.211112006
A0A087WZT0	A0A087WZT0;A0A087WUK6;M0QZ22;Q5PRF9	>tr|A0A087WZT0|A0A087WZT0_HUMAN Protein Smaug homolog 2 OS=Homo sapiens GN=SAMD4B PE=4 SV=1;>tr|A0A087WUK6|A0A087WUK6_HUMAN Protein Smaug homolog 2 OS=Homo sapiens GN=SAMD4B PE=4 SV=1;>tr|M0QZ22|M0QZ22_HUMAN Protein Smaug homolog 2 OS=Homo sapiens GN=SAMD4	1	1.057017218	0.759435188	0.942468713	1.014311248	0.69987401	0.361330531	1	1.04869294	0.742662613	0.810142021	0.619325694	0.770819739	0.483086624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.026216877	0.130096203	0.023690554	1.094151179	14	0.946553146	0.02367649	0.053446854	0.022623712	1	38.14336842	26.43896828	38.54214765	26.9	29.2	0.10626627	0.89373373	0.02119312	0.97880688	0.876305367	0.816818471	0.030871457	ED	0.017057431
A0A087X091	A0A087X091	>tr|A0A087X091|A0A087X091_HUMAN WD repeat-containing protein 13 (Fragment) OS=Homo sapiens GN=WDR13 PE=4 SV=1	1	NA	NA	0.638564412	0.588715635	NA	NA	1	NA	NA	0.607742977	0.572132089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.078073262	2.710244799	0.017707603	1.332393683	6	0.874433069	0.01106903	0.125566931	0.000271981	1	12.80848239	8.878163456	18.859999	16.4	38.6	0.670414832	0.329585168	0.013115759	0.986884241	0.623153695	0.580423862	0.200963767	UN	0.032370406
A0A087X0Q1	A0A087X0Q1;Q7Z739;A0A024R7W5;A0A087WY31	">tr|A0A087X0Q1|A0A087X0Q1_HUMAN YTH domain-containing family protein 3 OS=Homo sapiens GN=YTHDF3 PE=4 SV=1;>sp|Q7Z739|YTHD3_HUMAN YTH domain-containing family protein 3 OS=Homo sapiens GN=YTHDF3 PE=1 SV=1;>tr|A0A024R7W5|A0A024R7W5_HUMAN YTH domain family,"	1	0.920710775	0.946950391	0.880368618	0.845088731	0.715089892	0.464564911	1	0.932376893	0.82666959	0.988235691	0.92688831	0.551732799	0.411150627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02601034	0.411541073	0.025345538	4.978366201	14	0.952011831	0.007020194	0.047988169	0.006929105	1	38.44624843	26.6489087	36.62768508	26.8	27.3	0.076354017	0.923645983	0.005065347	0.994934653	0.934302155	0.885988521	0.007429745	ED	0.330823155
A0A087X0W7	A0A087X0W7;Q86TX2;A0A087WT95;P49753;G3V4F2;P49753-2	">tr|A0A087X0W7|A0A087X0W7_HUMAN Acyl-coenzyme A thioesterase 2, mitochondrial OS=Homo sapiens GN=ACOT2 PE=4 SV=1;>sp|Q86TX2|ACOT1_HUMAN Acyl-coenzyme A thioesterase 1 OS=Homo sapiens GN=ACOT1 PE=1 SV=1;>tr|A0A087WT95|A0A087WT95_HUMAN Acyl-coenzyme A thioes"	1	1.049387749	1.059458328	0.595977765	0.667101597	NA	NA	1	0.980495972	0.976309278	0.682618531	0.703121863	0.560492158	0.739981094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.019625465	0.103854369	7.84E-08	0.156859294	12	0.553921705	0.047964575	0.446078295	0.017160994	1	50.95420608	35.31876428	7676766.455	4000	2722.4	0.398346475	0.601653525	5.00E-07	0.9999995	0.639298148	0.68511173	0.258297676	UN	0.080000341
A0A087X1B1	A0A087X1B1;Q9Y6K9;Q9Y6K9-2;A0A087X0G7;A0A087WUW6;C9JN51;Q9Y6K9-3	>tr|A0A087X1B1|A0A087X1B1_HUMAN NF-kappa-B essential modulator OS=Homo sapiens GN=IKBKG PE=4 SV=1;>sp|Q9Y6K9|NEMO_HUMAN NF-kappa-B essential modulator OS=Homo sapiens GN=IKBKG PE=1 SV=2;>sp|Q9Y6K9-2|NEMO_HUMAN Isoform 2 of NF-kappa-B essential modulator OS	1	0.917040201	0.876531129	0.855929204	0.746844339	0.603492752	0.467627164	1	0.97270176	0.923091159	0.911878654	0.745145504	0.951167599	0.777922886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.017383846	0.070989809	0.010484808	0.2977581	14	0.910890447	0.022131208	0.089109553	0.018074118	1	57.52467001	39.87306283	79.72656477	51.1	65.6	0.192515828	0.807484172	0.034014758	0.965985242	0.883903929	0.745994922	-0.023111343	ED	0.147508863
A0A087X1E9	A0A087X1E9;Q9HB90;Q9NQL2-2;Q9NQL2	>tr|A0A087X1E9|A0A087X1E9_HUMAN Uncharacterized protein OS=Homo sapiens PE=4 SV=1;>sp|Q9HB90|RRAGC_HUMAN Ras-related GTP-binding protein C OS=Homo sapiens GN=RRAGC PE=1 SV=1;>sp|Q9NQL2-2|RRAGD_HUMAN Isoform 2 of Ras-related GTP-binding protein D OS=Homo sa	1	NA	NA	1.182647735	1.289944231	1.214957601	1.308939532	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.49E-06	1.24E-06	1.40E-08	2.144173753	5	0.999998378	0.040713714	1.62E-06	0.040670612	1	133540.402	92563.15317	71364808.05	NA	330.3	5.78E-07	0.999999422	6.54E-09	0.999999993	1.182647735	1.289944231	-0.040456275	ED	0.00701026
A0A087X1N2	A0A087X1N2;Q03701	>tr|A0A087X1N2|A0A087X1N2_HUMAN CCAAT/enhancer-binding protein zeta OS=Homo sapiens GN=CEBPZ PE=4 SV=1;>sp|Q03701|CEBPZ_HUMAN CCAAT/enhancer-binding protein zeta OS=Homo sapiens GN=CEBPZ PE=1 SV=3	1	NA	NA	NA	NA	0.52693748	0.457335936	1	1.00383803	0.768014095	0.957682192	0.761718492	0.564352849	0.460979727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.027256731	0.048810104	2.41E-05	0.032536759	10	0.863157421	0.013006649	0.136842579	0.006062771	1	36.68818502	25.430312	16612.27412	23.1	4000	0.600024416	0.399975584	0.000739997	0.999260003	0.957682192	0.761718492	-0.092849815	ED	0.028883376
A0A087X1P5	A0A087X1P5;Q9H9Q2;J3QT95;Q9H9Q2-2;J3KQ34;Q9H9Q2-3;J3KQ41;J3QT73	>tr|A0A087X1P5|A0A087X1P5_HUMAN COP9 signalosome complex subunit 7b OS=Homo sapiens GN=COPS7B PE=4 SV=1;>sp|Q9H9Q2|CSN7B_HUMAN COP9 signalosome complex subunit 7b OS=Homo sapiens GN=COPS7B PE=1 SV=1;>tr|J3QT95|J3QT95_HUMAN COP9 signalosome complex subunit	1	0.983358183	0.903001192	0.970296133	0.806718543	0.948399352	0.777449488	1	0.811955068	0.947883782	0.902436272	0.947969409	0.961689551	1.045821209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00414204	2.578525116	4.08E-05	4.106912235	14	0.813432243	0.010018418	0.186567757	0.006413875	1	241.4269289	167.3443951	15054.07559	4000	105.6	0.38569281	0.61430719	9.94E-06	0.999990064	0.936366203	0.877343976	0.000320565	ED	0.045604911
A0A087X1V3	A0A087X1V3;O15164-2;O15164	>tr|A0A087X1V3|A0A087X1V3_HUMAN Transcription intermediary factor 1-alpha OS=Homo sapiens GN=TRIM24 PE=4 SV=1;>sp|O15164-2|TIF1A_HUMAN Isoform Short of Transcription intermediary factor 1-alpha OS=Homo sapiens GN=TRIM24;>sp|O15164|TIF1A_HUMAN Transcription	1	1.070480264	0.783488044	0.786615616	0.573980508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.068485083	3.09E-05	0.071910296	1.796170385	5	0.999998315	0.006263331	1.69E-06	0.00606768	1	14.60171987	10.12114096	14.46270576	9.9	9.7	1.72E-05	0.9999828	0.038494213	0.961505787	0.786615616	0.573980508	-0.037564354	ED	0.007819368
