comp	usubs	uniprot	avgcoex	def	species
1011	6	Q8BH40	NA	UN	mouse_homologs
102	4	Q9CW03	NA	UN	mouse_homologs
1022	3	Q91YM2	NA	ED	mouse_homologs
1024	2	Q8BKX1	NA	UN	mouse_homologs
1025	3	P14211	NA	UN	mouse_homologs
1026	2	Q6R891	NA	UN	mouse_homologs
1027	4	P70280	NA	UN	mouse_homologs
1028	2	P11031	NA	UN	mouse_homologs
1029	10	Q9JIB4	0.291975	NED	mouse_homologs
1029	10	Q61458	0.2736	ED	mouse_homologs
1029	10	Q03147	0.302325	ED	mouse_homologs
1029	10	P51949	0.29595	UN	mouse_homologs
1029	10	P49135	0.23845	UN	mouse_homologs
103	24	Q9JIB4	0.201325	NED	mouse_homologs
103	24	P08775	0.099875	UN	mouse_homologs
103	24	Q8R0A0	0.25405	NED	mouse_homologs
103	24	Q80UW8	0.2596	NED	mouse_homologs
103	24	P62915	0.19785	ED	mouse_homologs
103	24	Q8CFI7	0.2450375	NED	mouse_homologs
103	24	P49135	0.2414	UN	mouse_homologs
103	24	P62488	0.23155	NED	mouse_homologs
103	24	Q3THK3	0.2422875	NED	mouse_homologs
1030	4	Q61458	0.2911	ED	mouse_homologs
1030	4	Q03147	0.2983	ED	mouse_homologs
1030	4	P51949	0.322	UN	mouse_homologs
1035	3	P09055	NA	UN	mouse_homologs
1037	5	Q9JIB4	0.2285	NED	mouse_homologs
1037	5	P49135	0.2285	UN	mouse_homologs
1039	2	P17918	NA	NED	mouse_homologs
104	12	P08775	0.178066666667	UN	mouse_homologs
104	12	Q8CFI7	0.2184	NED	mouse_homologs
104	12	Q80UW8	0.271466666667	NED	mouse_homologs
104	12	P62488	0.233133333333	NED	mouse_homologs
1041	3	B9EHJ3	NA	ED	mouse_homologs
1041	3	P60710	NA	UN	mouse_homologs
1042	2	P70365-4	NA	ED	mouse_homologs
1043	2	Q91XL2	NA	ED	mouse_homologs
1045	3	Q6P5F9	0.3896	UN	mouse_homologs
1045	3	P62827	0.3896	UN	mouse_homologs
1047	3	Q9QZS3-4	NA	UN	mouse_homologs
1050	2	Q9CQA5	NA	NED	mouse_homologs
1051	4	Q9WTX5	0.16095	UN	mouse_homologs
1051	4	Q9WTX6	0.203	UN	mouse_homologs
1051	4	A0A087WQ11	0.16855	UN	mouse_homologs
1052	4	Q9WTX5	0.1954	UN	mouse_homologs
1052	4	Q9WTX6	0.1954	UN	mouse_homologs
1054	4	Q04207-2	0.1148	ED	mouse_homologs
1054	4	A2A468	0.1148	ED	mouse_homologs
1056	2	P63166	NA	ED	mouse_homologs
1058	2	Q6NZD2	0.2259	ED	mouse_homologs
1058	2	Q6P8X1	0.2259	UN	mouse_homologs
1060	5	Q6NZD2	0.2169	ED	mouse_homologs
1060	5	Q9EQH3	0.289	UN	mouse_homologs
1060	5	Q9CWK8	0.3032	ED	mouse_homologs
1064	2	Q9D8C4	NA	UN	mouse_homologs
1066	3	Q80Y17	0.1449	ED	mouse_homologs
1066	3	Q62074	0.1449	UN	mouse_homologs
1068	15	P62320	0.312485714286	NED	mouse_homologs
1068	15	Q9D2E2	0.279114285714	UN	mouse_homologs
1068	15	P62960	0.282257142857	UN	mouse_homologs
1068	15	P62309	0.4242	UN	mouse_homologs
1068	15	P27048	0.378442857143	UN	mouse_homologs
1068	15	P62317	0.404228571429	UN	mouse_homologs
1068	15	P62305	0.383714285714	ED	mouse_homologs
1068	15	Q8BL97-3	0.3387	ED	mouse_homologs
1069	2	O35841	NA	ED	mouse_homologs
1070	3	Q6NZD2	0.2034	ED	mouse_homologs
1070	3	Q9CWK8	0.248	ED	mouse_homologs
1070	3	Q91YJ2	0.2203	UN	mouse_homologs
1072	1	Q9CWK8	NA	ED	mouse_homologs
1074	3	O35245-3	0.0585	UN	mouse_homologs
1074	3	Q61771	0.0585	ED	mouse_homologs
1076	2	O35245-3	NA	UN	mouse_homologs
1077	3	O35245-3	NA	UN	mouse_homologs
1080	2	Q99J95	NA	UN	mouse_homologs
1082	2	Q9QWV9	0.1736	UN	mouse_homologs
1082	2	Q99J95	0.1736	UN	mouse_homologs
1083	2	Q99J95	NA	UN	mouse_homologs
1084	5	Q3TLP8	NA	UN	mouse_homologs
1085	5	Q3UC82	0.2435	UN	mouse_homologs
1085	5	Q8K183	0.2435	ED	mouse_homologs
1086	5	Q3UC82	0.2435	UN	mouse_homologs
1086	5	Q8K183	0.2435	ED	mouse_homologs
1087	4	O70126	0.7406	ED	mouse_homologs
1087	4	Q9WU62-2	0.7406	NED	mouse_homologs
1089	2	Q9JLB0-2	0.1711	ED	mouse_homologs
1089	2	O88952	0.1711	ED	mouse_homologs
1090	2	O35551-3	0.3371	ED	mouse_homologs
1090	2	P22892	0.3371	ED	mouse_homologs
1091	4	Q6NZD2	0.2034	ED	mouse_homologs
1091	4	Q9CWK8	0.248	ED	mouse_homologs
1091	4	Q91YJ2	0.2203	UN	mouse_homologs
1092	3	P23475	0.3747	UN	mouse_homologs
1092	3	P17918	0.3747	NED	mouse_homologs
1093	4	Q6NZD2	0.2034	ED	mouse_homologs
1093	4	Q9CWK8	0.248	ED	mouse_homologs
1093	4	Q91YJ2	0.2203	UN	mouse_homologs
1094	7	P63038	0.387266666667	UN	mouse_homologs
1094	7	Q8JZQ2	0.352433333333	UN	mouse_homologs
1094	7	Q8K2B3	0.3335	NED	mouse_homologs
1094	7	P38647	0.4786	UN	mouse_homologs
1094	7	Q9CPQ8	NA	NED	mouse_homologs
1095	4	Q9CWK8	0.165133333333	ED	mouse_homologs
1095	4	Q91YJ2	0.199633333333	UN	mouse_homologs
1095	4	Q6NZD2	0.112966666667	ED	mouse_homologs
1095	4	Q01279	0.0299333333333	UN	mouse_homologs
1096	4	Q6NZD2	0.2034	ED	mouse_homologs
1096	4	Q9CWK8	0.248	ED	mouse_homologs
1096	4	Q91YJ2	0.2203	UN	mouse_homologs
1097	13	P23116	0.310808333333	UN	mouse_homologs
1097	13	Q8JZQ9	0.342491666667	NED	mouse_homologs
1097	13	Q9DCH4	0.346375	NED	mouse_homologs
1097	13	Q3UGC7	0.266483333333	UN	mouse_homologs
1097	13	Q91WK2	0.411183333333	NED	mouse_homologs
1097	13	Q9QZD9	0.382058333333	UN	mouse_homologs
1097	13	Q99JX4	0.39475	NED	mouse_homologs
1097	13	Q9DBZ5	0.36305	NED	mouse_homologs
1097	13	P60229	0.367591666667	UN	mouse_homologs
1097	13	Q8R1B4	0.453641666667	NED	mouse_homologs
1097	13	Q9Z1D1	0.3963	UN	mouse_homologs
1097	13	O70194	0.413041666667	UN	mouse_homologs
1097	13	Q8QZY1	0.422875	NED	mouse_homologs
1100	4	P20664	0.565466666667	NED	mouse_homologs
1100	4	P33609	0.535433333333	NED	mouse_homologs
1100	4	P33610	0.5398	NED	mouse_homologs
1100	4	P33611	0.4561	NED	mouse_homologs
1104	4	Q6NZD2	0.2034	ED	mouse_homologs
1104	4	Q62351	NA	NED	mouse_homologs
1104	4	Q9CWK8	0.248	ED	mouse_homologs
1104	4	Q91YJ2	0.2203	UN	mouse_homologs
1105	5	Q3TMP1	0.131133333333	UN	mouse_homologs
1105	5	Q8K284	0.177966666667	UN	mouse_homologs
1105	5	Q8BMQ2	0.1964	ED	mouse_homologs
1105	5	D3Z7I0	0.1759	UN	mouse_homologs
1106	7	Q04750	0.21076	UN	mouse_homologs
1106	7	Q8K284	0.15592	UN	mouse_homologs
1106	7	Q8BMQ2	0.18496	ED	mouse_homologs
1106	7	D3Z7I0	0.1989	UN	mouse_homologs
1106	7	P11031	0.1613	UN	mouse_homologs
1106	7	Q3TMP1	0.13716	UN	mouse_homologs
1109	2	P33609	0.4248	NED	mouse_homologs
1109	2	P33611	0.4248	NED	mouse_homologs
1111	17	Q04750	0.14832	UN	mouse_homologs
1111	17	Q01320	0.49834	UN	mouse_homologs
1111	17	P20664	0.52604	NED	mouse_homologs
1111	17	P33609	0.48622	NED	mouse_homologs
1111	17	P33610	0.46242	NED	mouse_homologs
1111	17	P52431	0.46048	NED	mouse_homologs
1111	17	P35601-2	0.36789	UN	mouse_homologs
1111	17	P33611	0.4287	NED	mouse_homologs
1111	17	Q8VEE4	0.40315	NED	mouse_homologs
1111	17	P17918	0.45978	NED	mouse_homologs
1111	17	Q9WVF7	0.4945	UN	mouse_homologs
1112	2	Q7TPR4	NA	UN	mouse_homologs
1113	6	Q3TMP1	0.131133333333	UN	mouse_homologs
1113	6	Q8K284	0.177966666667	UN	mouse_homologs
1113	6	Q8BMQ2	0.1964	ED	mouse_homologs
1113	6	D3Z7I0	0.1759	UN	mouse_homologs
1114	9	Q3TMP1	0.131133333333	UN	mouse_homologs
1114	9	Q8K284	0.177966666667	UN	mouse_homologs
1114	9	Q8BMQ2	0.1964	ED	mouse_homologs
1114	9	D3Z7I0	0.1759	UN	mouse_homologs
1115	2	P49615	NA	UN	mouse_homologs
1116	3	O70126	0.3893	ED	mouse_homologs
1116	3	Q6P5F9	0.3893	UN	mouse_homologs
1117	2	Q6P5F9	NA	UN	mouse_homologs
1119	4	O70126	0.7788	ED	mouse_homologs
1119	4	Q8BHX3	0.7918	UN	mouse_homologs
1119	4	Q9WU62-2	0.7536	NED	mouse_homologs
112	6	O70591	0.2683	UN	mouse_homologs
112	6	G3UYF9	0.3053	UN	mouse_homologs
112	6	Q9WU28	0.2527	NED	mouse_homologs
112	6	E9Q6U4	0.3037	ED	mouse_homologs
1121	2	Q6P9R2	NA	UN	mouse_homologs
1122	3	Q61550	0.40405	UN	mouse_homologs
1122	3	Q9CW03	0.431	UN	mouse_homologs
1122	3	Q9CU62	0.40565	UN	mouse_homologs
1123	2	Q6P9R2	NA	UN	mouse_homologs
1130	2	Q9JKY5	0.3189	ED	mouse_homologs
1130	2	Q60598	0.3189	ED	mouse_homologs
1131	2	Q76MZ3	0.1765	UN	mouse_homologs
1131	2	Q9WUK4	0.1765	UN	mouse_homologs
1132	2	Q76MZ3	0.0797	UN	mouse_homologs
1132	2	Q99J62	0.0797	UN	mouse_homologs
1133	2	P70288	NA	UN	mouse_homologs
1134	3	P70288	NA	UN	mouse_homologs
1135	2	Q62470	NA	NED	mouse_homologs
1141	16	Q8BGJ5	0.254127272727	NED	mouse_homologs
1141	16	B9EHJ3	0.0600818181818	ED	mouse_homologs
1141	16	G3X9Z4	0.141590909091	UN	mouse_homologs
1141	16	Q6NVF9	0.276845454545	UN	mouse_homologs
1141	16	Q60865	0.219190909091	UN	mouse_homologs
1141	16	P49135	0.166427272727	UN	mouse_homologs
1141	16	Q9QXK7	0.190145454545	UN	mouse_homologs
1141	16	P26369	0.160281818182	UN	mouse_homologs
1141	16	G3X8X0	0.211536363636	UN	mouse_homologs
1141	16	Q9D883	0.1912	UN	mouse_homologs
1141	16	Q8BTV2-2	0.1805	UN	mouse_homologs
1141	16	Q9CQF3	0.258309090909	ED	mouse_homologs
1143	16	P62305	0.329133333333	ED	mouse_homologs
1143	16	Q9Z1Z2	0.3049	UN	mouse_homologs
1143	16	Q9JJY4	0.288022222222	UN	mouse_homologs
1143	16	Q6P6L6	0.292455555556	UN	mouse_homologs
1143	16	P62309	0.366544444444	UN	mouse_homologs
1143	16	Q8BX17	0.283922222222	ED	mouse_homologs
1143	16	Q9CQQ4	0.283833333333	ED	mouse_homologs
1143	16	P27048	0.349788888889	UN	mouse_homologs
1143	16	P62317	0.372366666667	UN	mouse_homologs
1143	16	P62320	0.2819	NED	mouse_homologs
1144	5	Q9QXK7	0.27365	UN	mouse_homologs
1144	5	Q9EPU4	0.26815	NED	mouse_homologs
1144	5	Q9D824-4	0.212	NED	mouse_homologs
1145	2	Q6NVF9	0.3667	UN	mouse_homologs
1145	2	Q9CQF3	0.3667	ED	mouse_homologs
1146	3	Q8BIQ5	0.2575	UN	mouse_homologs
1146	3	Q99LI7	0.16935	UN	mouse_homologs
1146	3	Q99LC2	0.19245	UN	mouse_homologs
1147	7	Q9QXK7	0.2404	UN	mouse_homologs
1147	7	Q9EPU4	0.2348	NED	mouse_homologs
1147	7	Q8BIQ5	0.23565	UN	mouse_homologs
1147	7	Q99LC2	0.2252	UN	mouse_homologs
1147	7	Q99LI7	0.1591	UN	mouse_homologs
1148	4	Q99K48	0.261	UN	mouse_homologs
1148	4	Q62189	0.261	NED	mouse_homologs
1149	10	P84228	-0.08164	ED	mouse_homologs
1149	10	Q9DAP7	0.21926	ED	mouse_homologs
1149	10	P62806	NA	NED	mouse_homologs
1149	10	B1AU75	0.3014	UN	mouse_homologs
1149	10	Q8VI75	0.09652	ED	mouse_homologs
1149	10	Q60972	0.1957	UN	mouse_homologs
1149	10	Q8BY71	0.2392	UN	mouse_homologs
1150	9	Q9DAP7	0.266133333333	ED	mouse_homologs
1150	9	P62806	NA	NED	mouse_homologs
1150	9	P84244	0.174116666667	UN	mouse_homologs
1150	9	Q61666	0.169116666667	ED	mouse_homologs
1150	9	Q8BY71	0.293233333333	UN	mouse_homologs
1150	9	Q8VI75	0.0903166666667	ED	mouse_homologs
1150	9	Q60972	0.25695	UN	mouse_homologs
1150	9	B1AU75	0.351233333333	UN	mouse_homologs
1153	12	Q6PCM2-2	0.184166666667	UN	mouse_homologs
1153	12	Q6P4S8	0.199416666667	UN	mouse_homologs
1153	12	Q7TQK1	0.230866666667	UN	mouse_homologs
1153	12	Q8K2A7	0.251166666667	NED	mouse_homologs
1153	12	Q7TPD0	0.257366666667	NED	mouse_homologs
1153	12	Q8CHT3	0.242916666667	NED	mouse_homologs
1153	12	Q80UK8	0.223833333333	UN	mouse_homologs
1154	13	Q7TQK1	0.21022	UN	mouse_homologs
1154	13	Q6PCM2-2	0.19064	UN	mouse_homologs
1154	13	D3YWS8	0.03032	UN	mouse_homologs
1154	13	Q8K2A7	0.20214	NED	mouse_homologs
1154	13	Q8CHT3	0.18338	NED	mouse_homologs
1154	13	Q80UK8	0.20098	UN	mouse_homologs
1155	14	Q8K2A7	0.2220125	NED	mouse_homologs
1155	14	P08775	0.153925	UN	mouse_homologs
1155	14	Q6PCM2-2	0.183175	UN	mouse_homologs
1155	14	Q7TPD0	0.2541	NED	mouse_homologs
1155	14	Q7TQK1	0.229875	UN	mouse_homologs
1155	14	Q8CHT3	0.246425	NED	mouse_homologs
1155	14	Q6P4S8	0.20895	UN	mouse_homologs
1155	14	Q8CFI7	0.2506375	NED	mouse_homologs
1155	14	Q80UK8	0.21265	UN	mouse_homologs
1156	4	P26231	0.3899	UN	mouse_homologs
1156	4	Q02248	0.3899	NED	mouse_homologs
1157	4	Q02248	0.1286	NED	mouse_homologs
1157	4	P15116	0.1286	ED	mouse_homologs
1159	2	O09106	NA	UN	mouse_homologs
116	13	D3YY34	0.154933333333	UN	mouse_homologs
116	13	Q91ZW3	0.221433333333	NED	mouse_homologs
116	13	Q9CQJ4	0.2102	UN	mouse_homologs
116	13	Q9QWH1-2	0.0843	UN	mouse_homologs
1160	3	B2RWS6	0.0371	UN	mouse_homologs
1160	3	P17918	0.0371	NED	mouse_homologs
1161	3	E9PXW8	0.2446	UN	mouse_homologs
1161	3	E9PY55	0.253	UN	mouse_homologs
1161	3	Q60520	0.1111	UN	mouse_homologs
1162	5	A2A432	0.1573	UN	mouse_homologs
1162	5	Q3U1J4	0.12175	NED	mouse_homologs
1162	5	Q3TCH7	0.13105	UN	mouse_homologs
1164	4	Q8BUN5	NA	ED	mouse_homologs
1165	3	Q5DTM8	0.1899	NED	mouse_homologs
1165	3	P52482	0.1899	UN	mouse_homologs
1166	6	Q9Z2N8	0.4591	NED	mouse_homologs
1166	6	P60122	0.51095	UN	mouse_homologs
1166	6	Q9WTM5	0.48005	UN	mouse_homologs
1166	6	P60710	NA	UN	mouse_homologs
1167	5	Q8K2T8	0.132566666667	NED	mouse_homologs
1167	5	Q9ERF3	0.1894	UN	mouse_homologs
1167	5	Q8JZM7	0.1681	ED	mouse_homologs
1167	5	Q62018	0.166733333333	UN	mouse_homologs
1168	3	Q6NZR5	0.04545	UN	mouse_homologs
1168	3	Q9ERF3	0.11045	UN	mouse_homologs
1168	3	F8VPK0	0.0789	ED	mouse_homologs
1169	4	O70404	NA	NED	mouse_homologs
117	4	P35762	0.11835	NED	mouse_homologs
117	4	P62874	0.15275	UN	mouse_homologs
117	4	P21278	0.1609	UN	mouse_homologs
1170	5	Q9Z2N8	0.4591	NED	mouse_homologs
1170	5	P60122	0.51095	UN	mouse_homologs
1170	5	Q9WTM5	0.48005	UN	mouse_homologs
1172	2	Q3UYV9	NA	NED	mouse_homologs
1173	3	Q9Z2N8	0.4591	NED	mouse_homologs
1173	3	P60122	0.51095	UN	mouse_homologs
1173	3	Q9WTM5	0.48005	UN	mouse_homologs
1174	3	G5E8V8	0.2287	UN	mouse_homologs
1174	3	Q3UYV9	0.2287	NED	mouse_homologs
1175	2	Q9Z2N8	NA	NED	mouse_homologs
1176	5	G5E8V8	0.2084	UN	mouse_homologs
1176	5	Q3UYV9	0.315566666667	NED	mouse_homologs
1176	5	Q6P5F9	0.313666666667	UN	mouse_homologs
1176	5	P62827	0.317566666667	UN	mouse_homologs
1177	3	Q61188	0.3304	UN	mouse_homologs
1177	3	Q921E6-3	0.3304	UN	mouse_homologs
1178	8	Q9WTX5	0.190833333333	UN	mouse_homologs
1178	8	Q8CGN4-2	0.145233333333	UN	mouse_homologs
1178	8	Q9CQJ4	0.212	UN	mouse_homologs
1178	8	P63017	0.2036	NED	mouse_homologs
1181	80	A2A4P0	0.197183050847	UN	mouse_homologs
1181	80	Q921M3	0.309003389831	UN	mouse_homologs
1181	80	P61979-2	0.282838983051	UN	mouse_homologs
1181	80	O35900	0.276218644068	UN	mouse_homologs
1181	80	Q91YR7	0.219579661017	UN	mouse_homologs
1181	80	Q64012-2	0.155618644068	UN	mouse_homologs
1181	80	Q922V4	0.253189830508	UN	mouse_homologs
1181	80	Q6PDM2	0.354920338983	UN	mouse_homologs
1181	80	Q8BHJ9	0.234025423729	UN	mouse_homologs
1181	80	Q7TMK9-2	0.304845762712	UN	mouse_homologs
1181	80	P97376	0.195322033898	ED	mouse_homologs
1181	80	Q9Z315	0.220345762712	UN	mouse_homologs
1181	80	Q9CYA6	0.192083050847	UN	mouse_homologs
1181	80	Q9CWZ3-2	0.310527118644	ED	mouse_homologs
1181	80	Q8VEK3	0.325849152542	UN	mouse_homologs
1181	80	Q8VHM5	0.315422033898	UN	mouse_homologs
1181	80	A2AQA7	0.272311864407	ED	mouse_homologs
1181	80	Q9DCD2	0.231806779661	UN	mouse_homologs
1181	80	Q9Z204-2	0.2399	UN	mouse_homologs
1181	80	Q9D6L8	0.160688135593	ED	mouse_homologs
1181	80	P29341	0.206405084746	UN	mouse_homologs
1181	80	Q8BHS3	0.231215254237	UN	mouse_homologs
1181	80	P62320	0.262520338983	NED	mouse_homologs
1181	80	O35691	0.300747457627	UN	mouse_homologs
1181	80	P62317	0.27933220339	UN	mouse_homologs
1181	80	Q8BG05	0.211996610169	UN	mouse_homologs
1181	80	P62305	0.26356440678	ED	mouse_homologs
1181	80	Q9D0E1-2	0.31926779661	UN	mouse_homologs
1181	80	O88569	0.293242372881	UN	mouse_homologs
1181	80	Q8C5N3-2	0.220659322034	NED	mouse_homologs
1181	80	Q6PE01	0.343854237288	UN	mouse_homologs
1181	80	Q3UJB0	0.335925423729	NED	mouse_homologs
1181	80	O08810	0.340406779661	UN	mouse_homologs
1181	80	Q8K4Z5	0.257979661017	UN	mouse_homologs
1181	80	D3Z0M9	0.0614203389831	UN	mouse_homologs
1181	80	Q6A068	0.278849152542	UN	mouse_homologs
1181	80	Q91VC3	0.312545762712	NED	mouse_homologs
1181	80	Q9DC48	0.173247457627	UN	mouse_homologs
1181	80	P62309	0.306293220339	UN	mouse_homologs
1181	80	Q61136	0.270174576271	UN	mouse_homologs
1181	80	Q9D554	0.365420338983	UN	mouse_homologs
1181	80	Q99PV0	0.260910169492	NED	mouse_homologs
1181	80	Q6P4T2	0.280723728814	UN	mouse_homologs
1181	80	Q91VN6	0.220905084746	UN	mouse_homologs
1181	80	Q99KP6	0.283740677966	UN	mouse_homologs
1181	80	P57784	0.32733220339	UN	mouse_homologs
1181	80	Q91VM5	0.347320338983	UN	mouse_homologs
1181	80	Q9CZU3	0.274310169492	NED	mouse_homologs
1181	80	Q9D883	0.284223728814	UN	mouse_homologs
1181	80	Q9ERA6	0.166811864407	NED	mouse_homologs
1181	80	Q9CS00	0.221557627119	ED	mouse_homologs
1181	80	P63154	0.25056440678	UN	mouse_homologs
1181	80	Q9Z2X1	0.339191525424	UN	mouse_homologs
1181	80	O35737	0.271461016949	UN	mouse_homologs
1181	80	Q9CSN1	0.253842372881	UN	mouse_homologs
1181	80	Q80X98	0.203737288136	UN	mouse_homologs
1181	80	P62311	0.235203389831	UN	mouse_homologs
1181	80	P27048	0.309688135593	UN	mouse_homologs
1181	80	P61327	0.315357627119	UN	mouse_homologs
1181	80	O08583	0.279228813559	UN	mouse_homologs
1182	6	Q9D287	0.24486	NED	mouse_homologs
1182	6	Q6A068	0.23502	UN	mouse_homologs
1182	6	E9PVA8	0.1598	UN	mouse_homologs
1182	6	P63017	0.27576	NED	mouse_homologs
1182	6	Q99KP6	0.25062	UN	mouse_homologs
1182	6	Q922V4	0.23698	UN	mouse_homologs
1183	30	P57784	0.328325	UN	mouse_homologs
1183	30	Q9D287	0.271935	NED	mouse_homologs
1183	30	Q6PDM2	0.347765	UN	mouse_homologs
1183	30	Q01320	0.25039	UN	mouse_homologs
1183	30	Q6DID3	0.1754	UN	mouse_homologs
1183	30	Q91VM5	0.34262	UN	mouse_homologs
1183	30	Q3UJB0	0.330795	NED	mouse_homologs
1183	30	P62137	0.273005	UN	mouse_homologs
1183	30	P62317	0.298885	UN	mouse_homologs
1183	30	Q9CQC6	0.320995	UN	mouse_homologs
1183	30	E9PVA8	0.185925	UN	mouse_homologs
1183	30	Q922V4	0.24618	UN	mouse_homologs
1183	30	Q9JHU4	0.132345	NED	mouse_homologs
1183	30	Q6A068	0.263665	UN	mouse_homologs
1183	30	P63017	0.275685	NED	mouse_homologs
1183	30	Q9CXY6	0.30521	NED	mouse_homologs
1183	30	Q62093	0.33846	ED	mouse_homologs
1183	30	Q62189	0.26066	NED	mouse_homologs
1183	30	Q99KP6	0.28823	UN	mouse_homologs
1183	30	P62320	0.27062	NED	mouse_homologs
1183	30	Q8QZY9	0.171165	ED	mouse_homologs
1184	9	Q925J9-4	0.25565	UN	mouse_homologs
1184	9	Q80YQ2	0.17075	UN	mouse_homologs
1184	9	Q569Z6	0.2791	UN	mouse_homologs
1185	4	Q61194	0.208	UN	mouse_homologs
1185	4	Q01279	0.208	UN	mouse_homologs
1186	10	Q9CQ10	0.2303	ED	mouse_homologs
1186	10	Q99LU0	0.1701	UN	mouse_homologs
1186	10	Q9D8B3	0.1805	ED	mouse_homologs
1186	10	Q9DB34	0.206966666667	UN	mouse_homologs
1187	3	Q9CQ80	0.1883	ED	mouse_homologs
1187	3	Q91XD6	0.1883	ED	mouse_homologs
1189	7	P23475	0.2846	UN	mouse_homologs
1189	7	Q9R207	0.2846	UN	mouse_homologs
1190	2	Q3UYV9	NA	NED	mouse_homologs
1191	5	O55201	0.23935	UN	mouse_homologs
1191	5	P08775	0.1998	UN	mouse_homologs
1191	5	Q99J95	0.20875	UN	mouse_homologs
1192	3	Q61187	0.2512	UN	mouse_homologs
1192	3	Q9D1C8	0.2512	NED	mouse_homologs
1193	7	P23475	0.3444	UN	mouse_homologs
1193	7	Q921K2	0.3444	UN	mouse_homologs
1194	12	Q5DW34-2	0.1819	ED	mouse_homologs
1194	12	A2CG76	0.2455	UN	mouse_homologs
1194	12	Q9CQJ4	0.258833333333	UN	mouse_homologs
1194	12	Q08639	0.180766666667	ED	mouse_homologs
1195	2	Q99PV0	NA	NED	mouse_homologs
1199	6	O54734	0.4762	NED	mouse_homologs
1199	6	Q91YQ5	0.4762	NED	mouse_homologs
1200	7	O54734	0.4762	NED	mouse_homologs
1200	7	Q91YQ5	0.4762	NED	mouse_homologs
1203	7	O54734	0.4275	NED	mouse_homologs
1203	7	Q91YQ5	0.43445	NED	mouse_homologs
1203	7	Q78XF5	0.38575	NED	mouse_homologs
1208	10	O54734	0.3969	NED	mouse_homologs
1208	10	Q9CQS8	0.361075	ED	mouse_homologs
1208	10	Q91YQ5	0.41805	NED	mouse_homologs
1208	10	P61620	0.404175	UN	mouse_homologs
1208	10	Q78XF5	0.3922	NED	mouse_homologs
1209	11	O54734	0.3938	NED	mouse_homologs
1209	11	Q9CY50	0.37466	NED	mouse_homologs
1209	11	Q9CQS8	0.34358	ED	mouse_homologs
1209	11	Q91YQ5	0.40412	NED	mouse_homologs
1209	11	P61620	0.42164	UN	mouse_homologs
1209	11	Q78XF5	0.38944	NED	mouse_homologs
1210	5	Q8VHE0	0.2511	NED	mouse_homologs
1210	5	Q9CQS8	0.24125	ED	mouse_homologs
