gene	struc	chn	decay.class	qtype	unq	tot	species	
Nit2	2w1v	A	U	hom	1	2	mouse
Rad18	2y43	A	U	hom	1	2	mouse
Fbxo30	2yre	A	E	mon	1	1	mouse
Ubl7	1x1m	A	E	mon	1	1	mouse
Rcc1	1a12	A	U	hom	1	3	mouse
Hmgb3	4qr9	A	E	hom	1	2	mouse
Ak4	2bbw	A	U	mon	1	1	mouse
Cp	4ejx	A	U	het	3	3	mouse
Stk38	1psb	C	E	het	2	4	mouse
Hip1	3i00	A	E	hom	1	2	mouse
Acly	3mwe	B	U	het	2	2	mouse
Sec24c	3eh2	A	U	mon	1	1	mouse
Ugdh	2q3e	A	U	hom	1	6	mouse
Aimp2	5a34	B	U	het	2	2	mouse
Jup	3ifq	A	U	het	2	4	mouse
Paip1	1jh4	B	E	het	2	2	mouse
Pip5k1a	4tz7	A	U	hom	1	2	mouse
Pdhx	2f5z	K	U	het	2	3	mouse
Tigar	3dcy	A	E	mon	1	1	mouse
Hspg2	1gl4	B	U	het	2	2	mouse
Gba	3gxd	A	U	hom	1	4	mouse
Samhd1	4tnr	A	U	hom	1	4	mouse
Kifc1	2rep	A	E	mon	1	1	mouse
Prpf38a	4rz9	A	N	mon	1	1	mouse
Anln	4xoi	B	E	het	2	2	mouse
Tuba1b	4i4t	A	U	het	4	6	mouse
Ep300	1l3e	B	U	het	2	2	mouse
Nup62	3t97	A	E	het	2	3	mouse
Irf2bpl	2cs3	A	E	mon	1	1	mouse
Ppfia1	3tad	A	U	het	2	2	mouse
Cr1l	2xrd	A	N	mon	1	1	mouse
Topbp1	3ueo	A	E	het	2	3	mouse
Prps1	2h06	A	U	hom	1	6	mouse
Ranbp3	2crf	A	E	mon	1	1	mouse
Palld	2dm3	A	U	mon	1	1	mouse
Phc3	4pzo	A	U	hom	1	6	mouse
Svil	2k6n	A	U	mon	1	1	mouse
Prmt1	1or8	A	U	het	2	5	mouse
Sun2	4fi9	A	U	het	2	6	mouse
Gsk3b	4b7t	A	E	het	2	2	mouse
Imp3	2cqj	A	U	mon	1	1	mouse
Eif4a3	2j0s	A	N	het	4	4	mouse
Ddx52	3dkp	A	U	mon	1	1	mouse
Eif3g	2cq0	A	U	mon	1	1	mouse
Ctnnb1	1t08	A	N	het	3	3	mouse
Nsf	3j96	A	U	het	5	13	mouse
Fis1	1iyg	A	U	mon	1	1	mouse
Strn4	4n6j	A	E	hom	1	2	mouse
Fh1	3e04	A	N	hom	1	4	mouse
Pgk1	2p9q	A	E	mon	1	1	mouse
Eif4e2	2jgb	A	U	het	2	2	mouse
Igf2bp1	3krm	A	U	mon	1	1	mouse
Ctcf	2ct1	A	U	mon	1	1	mouse
Ppp1r8	3v4y	B	U	het	2	2	mouse
Ddx1	4xw3	A	U	mon	1	1	mouse
Tbk1	4jl9	A	U	hom	1	2	mouse
Dnajb12	2ctp	A	U	mon	1	1	mouse
Rbbp6	3ztg	A	E	hom	1	2	mouse
Slc25a12	4p5x	A	U	hom	1	2	mouse
Dusp3	3f81	A	E	hom	1	2	mouse
Asph	5apa	A	U	mon	1	1	mouse
Utrn	1bhd	A	U	hom	1	2	mouse
Lmna	1x8y	A	U	hom	1	2	mouse
Adrm1	4wlr	B	E	het	3	3	mouse
Sept7	3tw4	A	U	hom	1	2	mouse
Nacc1	3ga1	A	U	hom	1	2	mouse
Dab2	1m7e	A	U	het	2	2	mouse
Macf1	4q58	A	U	het	2	2	mouse
Lxn	2bo9	B	E	het	2	4	mouse
Plk1	5dmv	C	E	het	2	2	mouse
Nek9	5de2	C	E	het	2	2	mouse
Pfkp	4u1r	A	U	hom	1	4	mouse
Robo2	2v9t	A	E	het	2	2	mouse
Calm3	4jpz	C	U	het	3	3	mouse
Arl8b	2h18	A	E	mon	1	1	mouse
Uqcr11	1sqp	K	U	het	11	22	mouse
Osbpl11	2d9x	A	U	mon	1	1	mouse
Eif3e	5a5t	E	U	het	8	8	mouse
Hint2	4ini	A	U	hom	1	2	mouse
Ola1	2ohf	A	E	mon	1	1	mouse
Tollip	1wgl	A	U	mon	1	1	mouse
Glrx5	2wul	A	E	hom	1	4	mouse
Lypla1	1fj2	A	E	mon	1	1	mouse
Acox1	1is2	A	N	hom	1	2	mouse
Farp2	4gyv	A	E	hom	1	6	mouse
Fdxr	1e6e	A	U	het	2	2	mouse
Cyb5r3	1qx4	A	U	hom	1	2	mouse
Nudt21	3q2s	A	E	het	2	4	mouse
Melk	4d2w	A	E	hom	1	2	mouse
Arhgdia	4f38	B	U	het	2	2	mouse
Arf4	1re0	A	U	het	2	2	mouse
Prpf4b	4ian	A	U	hom	1	2	mouse
Xpo5	3a6p	A	N	het	3	3	mouse
Rars	4r3z	B	U	het	3	3	mouse
Uba1	4p22	A	U	hom	1	2	mouse
Eif3l	5a5t	L	N	het	8	8	mouse
Lig3	3qvg	A	U	het	2	4	mouse
Huwe1	2ekk	A	N	mon	1	1	mouse
Brwd1	3q2e	A	E	mon	1	1	mouse
Pabpc4	2rqg	B	U	het	2	2	mouse
Gna13	3cx7	A	U	het	2	2	mouse
Itsn1	3qbv	B	U	het	2	2	mouse
Bcat1	2abj	A	N	hom	1	2	mouse
Mib1	4xi7	A	E	het	2	2	mouse
Lims1	2kbx	B	E	het	2	2	mouse
Blvrb	1he3	A	E	mon	1	1	mouse
Ahctf1	4i0o	A	N	mon	1	1	mouse
Hnrnpm	2ot8	C	U	het	2	2	mouse
Kcnab2	3lut	A	U	het	2	8	mouse
Tpt1	3ebm	A	N	mon	1	1	mouse
Fasn	4w9n	A	N	hom	1	2	mouse
Ddx21	2m3d	A	U	mon	1	1	mouse
Ubqln1	2jy6	B	U	het	2	2	mouse
Snx1	4fzs	A	E	hom	1	2	mouse
Atf7ip	2rpq	B	E	het	2	2	mouse
Mcfd2	3lcp	C	E	het	2	2	mouse
Tjp1	3shw	A	E	het	2	2	mouse
Ube2s	1zdn	A	E	mon	1	1	mouse
Cycs	2ybb	Y	N	het	37	48	mouse
Adam10	2ao7	A	E	mon	1	1	mouse
Hexb	2gk1	B	U	het	2	2	mouse
Ap1g1	1w63	A	E	het	4	4	mouse
Me1	3wja	A	U	hom	1	4	mouse
Chid1	3bxw	A	U	hom	1	2	mouse
Lyar	1wjv	A	E	mon	1	1	mouse
Syap1	1x3a	A	E	mon	1	1	mouse
Eif1ax	4kzy	n	U	het	35	35	mouse
Ctbp2	2ome	A	E	hom	1	2	mouse
Ywhaq	2btp	A	U	het	2	4	mouse
Hnrnpa1	2h4m	C	U	het	2	4	mouse
Larp1	4zc4	A	E	hom	1	2	mouse
Aurka	3dj5	A	E	hom	1	2	mouse
Arf6	4fme	C	E	het	3	3	mouse
Rbbp7	3cfs	B	U	het	2	2	mouse
Sec13	5a9q	6	U	het	10	304	mouse
Xrcc6	1jeq	A	U	het	2	2	mouse
Aco1	3sn2	A	U	mon	1	1	mouse
Ppp5c	1a17	A	U	hom	1	4	mouse
Sfswap	2e60	A	U	mon	1	1	mouse
Trio	2nz8	B	U	het	2	2	mouse
U2af2	1o0p	A	U	het	2	2	mouse
Renbp	1fp3	A	N	hom	1	2	mouse
Dpf2	2kwj	A	N	het	2	2	mouse
Gnpnat1	2huz	A	E	hom	1	2	mouse
Mvp	4v60	A	U	hom	1	39	mouse
Twf2	2w0i	A	U	mon	1	1	mouse
Fen1	1u7b	B	N	het	2	6	mouse
Pogz	2n3a	A	U	het	2	2	mouse
Ass1	2nz2	A	U	hom	1	4	mouse
Pdcd11	1wi5	A	N	mon	1	1	mouse
Pias1	1v66	A	E	mon	1	1	mouse
Nek7	5de2	A	E	het	2	2	mouse
Ube2z	5a4p	A	U	mon	1	1	mouse
Smndc1	4a4h	A	E	mon	1	1	mouse
Snap29	4wy4	D	E	het	4	4	mouse
Stat5b	1y1u	A	E	hom	1	2	mouse
Rragc	3llu	A	E	hom	1	4	mouse
Kank2	4hbd	A	U	mon	1	1	mouse
Nfu1	2m5o	A	E	mon	1	1	mouse
Ncor1	3n00	B	U	het	2	4	mouse
Mettl1	3ckk	A	U	mon	1	1	mouse
Casp8	1qdu	B	E	het	3	6	mouse
Ksr1	1kbf	A	E	mon	1	1	mouse
Pnpt1	3u1k	A	N	hom	1	3	mouse
Mpst	3olh	A	E	mon	1	1	mouse
Cdk17	3mtl	A	E	mon	1	1	mouse
Ostf1	1x2k	A	U	mon	1	1	mouse
Hibch	3bpt	A	U	mon	1	1	mouse
Mri1	4ldq	A	E	hom	1	2	mouse
Apc	3qhe	A	E	het	2	2	mouse
Rab5c	4kyi	B	U	het	2	2	mouse
Eed	3k26	A	U	het	2	2	mouse
Ncoa5	2j7x	B	E	het	2	2	mouse
Sars	4l87	A	N	hom	1	2	mouse
Gli3	2gli	A	E	mon	1	1	mouse
Pls3	2d85	A	E	mon	1	1	mouse
Spen	2rt5	A	U	het	2	2	mouse
Pmm2	2q4r	A	U	mon	1	1	mouse
Dgcr8	3le4	A	E	hom	1	2	mouse
Blm	4cdg	A	U	het	2	2	mouse
Ncl	2fc9	A	U	mon	1	1	mouse
Vamp8	4wy4	A	N	het	4	4	mouse
Clic1	1rk4	A	U	hom	1	2	mouse
Nsfl1c	1s3s	G	E	het	2	9	mouse
Hist1h3b	2f8n	A	E	het	6	8	mouse
Pdlim7	2q3g	A	U	mon	1	1	mouse
Prps2	2h06	A	U	hom	1	6	mouse
Unc5b	1wmg	A	U	hom	1	6	mouse
Gtf2b	1c9b	A	E	het	2	2	mouse
Gdi1	1d5t	A	U	mon	1	1	mouse
Cdk5	1unl	A	U	het	2	2	mouse
Gtf2h2	1z60	A	N	mon	1	1	mouse
Yars2	2pid	A	N	hom	1	2	mouse
Rrad	2gjs	A	U	mon	1	1	mouse
Lnx2	5din	A	E	hom	1	2	mouse
Mccc1	2ejm	A	N	mon	1	1	mouse
Rasa1	1wq1	G	E	het	2	2	mouse
Tpp1	3ee6	A	U	hom	1	2	mouse
Ppm1a	2p8e	A	E	mon	1	1	mouse
Spr	1sep	A	U	hom	1	2	mouse
Sos1	1xd2	C	E	het	2	3	mouse
Ppil2	1zkc	A	U	mon	1	1	mouse
Akr1b3	1ef3	A	E	hom	1	2	mouse
Snrpd2	4pjo	D	U	het	9	9	mouse
Grb2	3n7y	A	E	het	2	4	mouse
Os9	3aih	A	E	mon	1	1	mouse
Scrib	4wyu	A	E	het	2	2	mouse
Aurkb	4af3	A	E	het	2	2	mouse
Ppp1r13l	2vge	A	E	mon	1	1	mouse
Ppp1r10	4moy	B	U	het	2	2	mouse
Lmnb1	3tyy	A	U	hom	1	2	mouse
Npc1	5f1b	C	U	het	3	3	mouse
Myo1c	4r8g	E	U	het	2	4	mouse
Ruvbl1	2c9o	A	U	hom	1	6	mouse
Npm1	4n8m	A	U	hom	1	5	mouse
Lta4h	3b7s	A	U	het	2	2	mouse
Smad2	1u7v	A	E	het	2	3	mouse
Psma6	3une	G	N	het	14	28	mouse
Zfp512	2ctd	A	E	mon	1	1	mouse
Ubl5	4pyu	A	E	het	2	2	mouse
Lman2	2e6v	A	U	mon	1	1	mouse
Tmem14c	2los	A	U	mon	1	1	mouse
Asap1	2rqu	A	N	het	2	2	mouse
Pik3r1	4ovu	B	U	het	2	2	mouse
Vasp	1use	A	E	hom	1	4	mouse
Mapk9	3e7o	A	E	hom	1	2	mouse
Hnrnpdl	1x0f	A	U	mon	1	1	mouse
Myo1e	2xmf	A	U	mon	1	1	mouse
Dbnl	1x67	A	E	mon	1	1	mouse
Cdk9	4or5	A	U	het	4	4	mouse
Afg3l2	2lna	A	U	mon	1	1	mouse
Prkaca	3j4q	D	N	het	3	5	mouse
Abracl	2l2o	A	E	mon	1	1	mouse
Metap2	1kq9	A	N	mon	1	1	mouse
Fth1	4oyn	A	N	hom	1	24	mouse
Prpf3	1x4q	A	U	mon	1	1	mouse
Copg1	5a1v	E	N	het	8	26	mouse
Rbm22	2ytc	A	U	mon	1	1	mouse
Sec23b	3egd	A	U	het	4	4	mouse
Cct5	4b2t	E	N	het	8	16	mouse
Lnpep	4pj6	A	U	hom	1	2	mouse
Eif3k	5a5t	K	N	het	8	8	mouse
Tars	4hwt	A	U	hom	1	2	mouse
Pom121	4yi0	A	U	het	2	2	mouse
Fto	3lfm	A	U	mon	1	1	mouse
Ufsp2	3oqc	A	U	mon	1	1	mouse
Ppip5k2	3t54	A	E	mon	1	1	mouse
Mad2l1	1klq	A	E	het	2	2	mouse
Pofut2	4ap5	A	U	hom	1	2	mouse
Pacsin2	3lll	A	U	hom	1	2	mouse
Chd8	2cka	A	U	mon	1	1	mouse
Usp15	3lmn	A	E	hom	1	8	mouse
Gapdh	4o59	O	E	hom	1	4	mouse
Bag6	4wwr	A	U	het	2	2	mouse
Msl1	4dnc	D	E	het	2	2	mouse
Abl2	1bbz	A	E	het	2	2	mouse
Adar	2mdr	A	U	mon	1	1	mouse
Rnaseh2a	3p5j	A	U	het	3	3	mouse
Epb4.1l3	3qij	A	U	mon	1	1	mouse
Jun	1s9k	E	U	het	3	3	mouse
Eml1	4ci8	A	U	mon	1	1	mouse
Pus10	2v9k	A	U	mon	1	1	mouse
Uck2	1xrj	A	E	hom	1	4	mouse
Ddah1	3p8p	A	N	mon	1	1	mouse
Snx27	4p2a	B	U	het	2	2	mouse
Prps1l1	2h06	A	U	hom	1	6	mouse
Riok1	4otp	A	E	mon	1	1	mouse
Cpeb4	2dnl	A	U	mon	1	1	mouse
Cope	5a1v	Q	E	het	8	26	mouse
Anxa3	1axn	A	U	mon	1	1	mouse
Smarcc2	2yus	A	U	mon	1	1	mouse
Diap1	3obv	E	E	het	2	4	mouse
Ddx59	2yqp	A	U	mon	1	1	mouse
Tuba1a	4x1i	A	U	het	3	5	mouse
Eml4	4cgc	A	E	hom	1	3	mouse
Uqcrc1	2ybb	A	N	het	37	48	mouse
Gmfb	4jd2	H	E	het	8	8	mouse
Txnrd1	3ean	A	E	hom	1	2	mouse
Plxnb2	5e6p	A	U	het	2	2	mouse
Prpf4	1mzw	B	U	het	2	2	mouse
Cbx3	3dm1	A	U	het	2	2	mouse
Unc45a	2dba	A	U	mon	1	1	mouse
Uap1	1vm8	A	U	hom	1	2	mouse
Ilf2	4at7	A	N	het	2	2	mouse
Rab18	1x3s	A	U	mon	1	1	mouse
Klc1	3zfw	A	U	het	2	2	mouse
Pip5k1c	4tz7	A	U	hom	1	2	mouse
Hcfc1	4n3c	B	E	het	2	2	mouse
Hspd1	4pj1	A	U	het	2	28	mouse
Cisd1	2qh7	A	N	hom	1	2	mouse
Pih1d1	4cv4	A	U	hom	1	2	mouse
Usp5	2g45	A	U	het	2	2	mouse
Lima1	2d8y	A	U	mon	1	1	mouse
Srsf1	4c0o	C	U	het	2	2	mouse
Parva	2k2r	A	U	het	2	2	mouse
Snrnp70	4pjo	K	U	het	9	9	mouse
Rae1	4owr	A	U	het	3	3	mouse
Snrpb	4pjo	B	U	het	9	9	mouse
Ranbp1	1k5d	B	E	het	3	3	mouse
Snrpg	4pjo	G	U	het	9	9	mouse
Ywhab	4dnk	A	N	hom	1	2	mouse
Acads	1jqi	A	U	hom	1	4	mouse
Hdac2	4bkx	B	U	het	2	4	mouse
Sord	3qe3	A	U	hom	1	4	mouse
Set	2e50	A	N	hom	1	2	mouse
Psmb4	3unf	M	N	het	14	28	mouse
Farp1	4h6y	A	U	mon	1	1	mouse
Eno1b	2psn	A	N	hom	1	2	mouse
Tmpo	2v0x	A	U	hom	1	2	mouse
Raly	2mz1	A	U	mon	1	1	mouse
Nup107	3cqg	A	U	het	2	2	mouse
Cdk4	3g33	A	U	het	2	4	mouse
Gbp2	2bc9	A	E	hom	1	2	mouse
Hnrnpf	2kfy	A	U	mon	1	1	mouse
Tcea1	3ndq	A	E	mon	1	1	mouse
Erp29	2qc7	A	U	hom	1	2	mouse
Ctps	2vo1	A	U	hom	1	4	mouse
Myh14	3j04	A	U	het	3	6	mouse
Dnph1	2khz	A	E	hom	1	2	mouse
Bub1b	4ggd	C	E	het	2	2	mouse
Eef1b2	1b64	A	E	mon	1	1	mouse
Mfn1	1t3j	A	E	hom	1	2	mouse
Trim32	2ct2	A	U	mon	1	1	mouse
Carhsp1	3aqq	A	E	hom	1	4	mouse
Ptges2	1z9h	A	E	hom	1	2	mouse
Txn2	1uvz	A	E	hom	1	2	mouse
Stip1	1elw	A	E	het	2	2	mouse
Cat	3re8	A	N	hom	1	4	mouse
Ptp4a1	1zck	A	U	hom	1	3	mouse
Dek	2jx3	A	U	mon	1	1	mouse
Napa	3j96	G	U	het	5	13	mouse
Kif23	3vhx	B	E	het	2	4	mouse
Arf1	1r8q	A	U	het	2	2	mouse
Rbm38	2mgz	B	U	het	2	2	mouse
Srm	2o06	A	U	hom	1	2	mouse
Met	3efj	A	U	hom	1	2	mouse
Abhd14b	1imj	A	U	mon	1	1	mouse
Raver1	3h2v	E	U	het	2	2	mouse
Cask	1zl8	B	U	het	2	2	mouse
Nudc	3qor	A	E	mon	1	1	mouse
Hnrnpab	1x0f	A	U	mon	1	1	mouse
Coq9	4rhp	A	E	hom	1	2	mouse
H2-D1	3pqy	A	N	het	5	5	mouse
Prpsap1	2ji4	A	U	hom	1	6	mouse
Ywhae	3ual	A	U	het	2	4	mouse
Pdpk1	1h1w	A	E	hom	1	2	mouse
Ptbp2	3zzz	A	U	het	2	2	mouse
Ctdp1	1onv	B	E	het	2	2	mouse
Mcm6	2le8	A	U	het	2	2	mouse
Uqcrc2	1qcr	B	N	het	11	11	mouse
B4galt1	4l41	C	U	het	2	3	mouse
Kif4	3zfd	A	U	mon	1	1	mouse
Vamp7	2vx8	A	U	hom	1	2	mouse
Ube2j2	2f4w	A	U	mon	1	1	mouse
Farsa	3l4g	A	N	het	2	4	mouse
Qk	4jvh	A	U	hom	1	2	mouse
Ddb1	2hye	A	N	het	4	4	mouse
Mcl1	2jm6	B	N	het	2	2	mouse
Ythdf3	4rdn	A	E	mon	1	1	mouse
Plin3	1szi	A	U	mon	1	1	mouse
Fkbp3	2kfv	A	E	mon	1	1	mouse
Snap23	1nhl	A	U	mon	1	1	mouse
Pex19	3mk4	B	U	het	2	2	mouse
Ccna2	4i3z	B	E	het	2	2	mouse
Cdc16	3hym	B	N	het	2	2	mouse
Adh5	1mc5	A	N	hom	1	2	mouse
Junb	1s9k	E	U	het	3	3	mouse
Hsp90b1	3o2f	A	U	hom	1	2	mouse
Ptrf	4qkv	A	N	hom	1	3	mouse
Arhgap1	1ow3	A	U	het	2	2	mouse
Acot2	3hlk	A	N	mon	1	1	mouse
Rab9	4qxa	A	U	het	2	2	mouse
Rab32	4cz2	A	U	het	2	4	mouse
Eif5	2iu1	A	U	mon	1	1	mouse
Erp44	2r2j	A	U	mon	1	1	mouse
Prkcd	1ptq	A	N	hom	1	2	mouse
Rfc1	2ebu	A	U	mon	1	1	mouse
Cpsf6	3q2s	C	U	het	2	4	mouse
Rbm14	2dnp	A	U	mon	1	1	mouse
Zfp462	1x6f	A	U	mon	1	1	mouse
Snrpa	3pgw	A	N	het	9	9	mouse
Nub1	1wju	A	E	mon	1	1	mouse
Sin3a	1g1e	B	U	het	2	2	mouse
Naa50	3tfy	A	U	het	2	2	mouse
Dnm1	2aka	B	E	het	3	3	mouse
Cdkn2b	1d9s	A	E	mon	1	1	mouse
Erh	2nml	A	U	hom	1	2	mouse
Cdk6	1xo2	B	E	het	2	2	mouse
C1qbp	1p32	A	U	hom	1	3	mouse
Eif3b	2krb	A	N	het	2	2	mouse
Gmeb2	1oqj	A	E	mon	1	1	mouse
Herc1	4o2w	A	U	mon	1	1	mouse
Prkag1	4rew	G	N	het	3	3	mouse
Uxs1	4gll	A	N	hom	1	2	mouse
Mars	4bvx	A	U	het	2	2	mouse
Lgals9	2d6l	X	U	hom	1	2	mouse
Pvrl2	4fmk	A	U	hom	1	2	mouse
Eps8	1aoj	A	U	hom	1	2	mouse
Ccnk	5efq	B	U	het	2	2	mouse
Ubxn7	2dal	A	U	mon	1	1	mouse
Fdps	4p0v	A	U	hom	1	2	mouse
Epn3	1edu	A	U	mon	1	1	mouse
Morc3	4qq4	A	U	het	2	4	mouse
Hsp90aa1	2vci	A	U	hom	1	2	mouse
Pdha1	1ni4	A	N	het	2	4	mouse
Hmbs	3ecr	A	U	mon	1	1	mouse
Lama5	2y38	A	U	mon	1	1	mouse
Cops4	4d18	D	U	het	8	8	mouse
Usp8	3n3k	A	E	het	2	2	mouse
Gm10184	3knd	A	U	het	2	2	mouse
Rrm2	1h0n	A	N	hom	1	2	mouse
Ubr1	3ny3	A	U	het	2	2	mouse
Ddx39b	1t6n	A	U	hom	1	2	mouse
S100a11	1nsh	A	E	hom	1	2	mouse
Camk2d	1cdm	B	E	het	2	2	mouse
Rrm1	3hnd	A	N	hom	1	2	mouse
Nup43	5a9q	0	E	het	10	304	mouse
Me2	1gz4	A	N	hom	1	4	mouse
Mlkl	4m69	B	U	het	2	2	mouse
Clasp1	3woy	A	U	mon	1	1	mouse
Exoc7	2pft	A	N	mon	1	1	mouse
Syne2	4fi9	B	U	het	2	6	mouse
Abcc1	4c3z	A	N	mon	1	1	mouse
Ttk	2x9e	A	U	hom	1	2	mouse
Mat2a	4ndn	A	E	het	2	6	mouse
Usp7	1nbf	A	U	het	2	2	mouse
Arhgap32	3iug	A	E	mon	1	1	mouse
Abcb1b	4ksd	A	U	het	2	2	mouse
Bcat2	1ekf	A	U	hom	1	2	mouse
Iqgap1	3i6x	A	U	hom	1	2	mouse
Bckdk	3tz5	A	U	hom	1	2	mouse
Ehd1	2kff	A	U	het	2	2	mouse
Ccnt1	3tni	B	U	het	2	2	mouse
Aldh1l2	2o2p	A	N	hom	1	4	mouse
Arfgef2	3ltl	A	E	mon	1	1	mouse
Fxr1	4ova	A	U	hom	1	4	mouse
Vrk1	2rsv	A	U	mon	1	1	mouse
Wrnip1	3vhs	A	U	hom	1	2	mouse
Slc9a3r1	2d10	E	E	het	2	2	mouse
Ftl1	1h96	A	N	hom	1	24	mouse
Tnfaip3	3zje	A	E	hom	1	2	mouse
Eri1	1zbh	A	N	hom	1	4	mouse
Rbm15b	1why	A	E	mon	1	1	mouse
Ddx10	2pl3	A	U	mon	1	1	mouse
Park7	4p2g	A	U	hom	1	2	mouse
Rbm19	2dgw	A	N	mon	1	1	mouse
Impdh2	1jr1	A	E	hom	1	4	mouse
Akr1c13	3ln3	A	U	mon	1	1	mouse
Kras	4pzy	A	U	hom	1	2	mouse
Nup160	5a9q	1	U	het	10	304	mouse
Rprd1b	4fu3	A	U	hom	1	4	mouse
Ppfibp1	3tad	C	E	het	2	2	mouse
Lin7c	1y74	A	E	het	2	4	mouse
Clip1	3rdv	A	E	het	2	2	mouse
Celf2	3nnh	A	U	hom	1	2	mouse
Tfdp1	2aze	A	E	het	3	3	mouse
Zfyve9	1dev	B	E	het	2	2	mouse
Erbb2ip	1mfg	A	E	het	2	2	mouse
Cs	1cts	A	U	hom	1	2	mouse
Ube2h	2z5d	A	E	hom	1	2	mouse
Shkbp1	4crh	A	U	mon	1	1	mouse
Mthfd1	1a4i	A	U	hom	1	2	mouse
Brd4	2dww	A	U	hom	1	2	mouse
Myo10	3au4	A	E	het	2	2	mouse
Rab5a	4q9u	B	U	het	3	8	mouse
Dhx30	2db2	A	U	mon	1	1	mouse
Timm9	2bsk	A	E	het	2	6	mouse
Ubtf	1v63	A	N	mon	1	1	mouse
Trip10	2efk	A	U	hom	1	2	mouse
Aip	4apo	A	U	het	2	2	mouse
Adpgk	5ccf	A	U	mon	1	1	mouse
Cotl1	1tmw	A	E	mon	1	1	mouse
Gm21987	2l0y	B	U	het	2	2	mouse
Map2k2	1s9i	A	E	hom	1	2	mouse
Rabep1	1x79	B	E	het	2	3	mouse
Snx6	3hpb	A	U	mon	1	1	mouse
Hip1r	1r0d	A	E	mon	1	1	mouse
Hnrnph3	1wg5	A	U	mon	1	1	mouse
Hsd17b10	1e3w	B	U	hom	1	4	mouse
Ralb	2kwi	A	E	het	2	2	mouse
Ube2l3	1fbv	C	E	het	3	3	mouse
Cbl	1fbv	A	E	het	3	3	mouse
Exosc5	2nn6	D	U	het	9	9	mouse
Gstm2	1b4p	A	E	hom	1	2	mouse
Smg7	1ya0	A	U	mon	1	1	mouse
Hint1	3tw2	A	E	hom	1	2	mouse
Eif1ad	2dgy	A	U	mon	1	1	mouse
Cdk2	1okw	A	E	het	3	3	mouse
Ikbkg	3jsv	C	E	het	2	4	mouse
Rhob	3msx	A	U	het	2	2	mouse
Dctn6	5afu	U	U	het	22	33	mouse
Tpm4	4a7f	B	U	het	3	10	mouse
Cpox	2aex	A	N	hom	1	2	mouse
